approach;total_size;partition;partition_size
Feature;3174;finish editing#begin editing#save;6446
Feature;3174;begin editing#save#insert document;1428
Feature;3174;save#insert document#save;3783
Feature;3174;insert document#save#save;4825
Feature;3174;save#save#save;8655
Feature;3174;save#save#finish editing;5510
Feature;3174;save#finish editing#initialize;5049
Feature;3174;finish editing#initialize#performed;29687
Feature;3174;initialize#performed#performed;16709
Feature;3174;performed#performed#initialize;12845
Feature;3174;performed#initialize#begin editing;27622
Feature;3174;initialize#begin editing#calculate;37905
Feature;3174;begin editing#calculate#save;4929
Feature;3174;calculate#save#calculate;6614
Feature;3174;save#calculate#finish editing;12259
Feature;3174;calculate#finish editing#initialize;13455
Feature;3174;finish editing#initialize#begin editing;18227
Feature;3174;begin editing#calculate#begin editing;14940
Feature;3174;calculate#begin editing#calculate;17781
Feature;3174;begin editing#calculate#finish editing;42116
Feature;3174;calculate#finish editing#begin editing;41444
Feature;3174;finish editing#begin editing#calculate;41408
Feature;3174;calculate#finish editing#calculate;18100
Feature;3174;finish editing#calculate#calculate;11939
Feature;3174;calculate#calculate#begin editing;10629
Feature;3174;calculate#finish editing#decide;43778
Feature;3174;finish editing#decide#calculate;14745
Feature;3174;decide#calculate#finish editing;14803
Feature;3174;finish editing#decide#begin payment;41062
Feature;3174;decide#begin payment#abort payment;24368
Feature;3174;begin payment#abort payment#begin payment;24715
Feature;3174;abort payment#begin payment#abort payment;6441
Feature;3174;abort payment#begin payment#finish payment;12975
Feature;3174;trace:penalty_B2@True;11527
Feature;3174;trace:small farmer@False;41794
Feature;3174;trace:amount_applied0@28000;600
Feature;3174;trace:area@93.0;300
Feature;3174;trace:payment_actual0@28000;609
Feature;3174;trace:number_parcels@15;4100
Feature;3174;trace:department@d4;5744
Feature;3174;event:org:resource@167893;848
Feature;3174;event:org:resource@a5ae3f;5723
Feature;3174;event:org:resource@c7c478;2704
Feature;3174;event:concept:name@revoke decision;20781
Feature;3174;mail valid#initialize#begin editing;39207
Feature;3174;initialize#begin editing#initialize;6532
Feature;3174;begin editing#initialize#begin editing;7061
Feature;3174;begin editing#finish editing#insert document;2167
Feature;3174;finish editing#insert document#save;4031
Feature;3174;save#save#initialize;3595
Feature;3174;save#initialize#performed;2839
Feature;3174;initialize#performed#finish editing;1399
Feature;3174;performed#finish editing#performed;1138
Feature;3174;finish editing#performed#initialize;5046
Feature;3174;calculate#calculate#calculate;19089
Feature;3174;calculate#finish editing#revoke decision;1577
Feature;3174;finish editing#revoke decision#decide;1426
Feature;3174;revoke decision#decide#begin payment;1403
Feature;3174;begin payment#finish payment#save;3934
Feature;3174;trace:amount_applied0@6000;1200
Feature;3174;trace:area@19.0;400
Feature;3174;trace:payment_actual0@6000;1204
Feature;3174;trace:number_parcels@10;5000
Feature;3174;event:org:resource@d8639c;612
Feature;3174;event:concept:name@check;6386
Feature;3174;insert document#save#check;3074
Feature;3174;save#check#check;578
Feature;3174;check#check#save;145
Feature;3174;check#save#initialize;186
Feature;3174;initialize#performed#check;1246
Feature;3174;performed#check#finish editing;856
Feature;3174;check#finish editing#save;3751
Feature;3174;finish editing#save#check;997
Feature;3174;check#check#finish editing;519
Feature;3174;finish editing#save#initialize;2413
Feature;3174;save#initialize#begin editing;5815
Feature;3174;begin editing#calculate#performed;580
Feature;3174;calculate#performed#initialize;439
Feature;3174;performed#initialize#calculate;3701
Feature;3174;initialize#calculate#finish editing;4496
Feature;3174;finish editing#calculate#begin editing;7176
Feature;3174;abort payment#begin payment#save;1371
Feature;3174;begin payment#save#save;293
Feature;3174;save#save#check;2284
Feature;3174;save#check#finish editing;4766
Feature;3174;check#finish editing#finish payment;119
Feature;3174;trace:number_parcels@5;7300
Feature;3174;trace:department@4e;13639
Feature;3174;event:org:resource@8beb64;4886
Feature;3174;event:org:resource@ea52aa;1196
Feature;3174;begin editing#finish editing#initialize;24964
Feature;3174;begin editing#finish editing#finish editing;15173
Feature;3174;finish editing#finish editing#initialize;7508
Feature;3174;initialize#performed#insert document;1480
Feature;3174;performed#insert document#save;2327
Feature;3174;insert document#save#performed;125
Feature;3174;save#performed#initialize;2240
Feature;3174;finish editing#decide#revoke decision;18799
Feature;3174;decide#revoke decision#calculate;18432
Feature;3174;revoke decision#calculate#finish editing;18899
Feature;3174;trace:young farmer@True;3554
Feature;3174;trace:amount_applied0@43000;300
Feature;3174;trace:area@133.0;100
Feature;3174;trace:payment_actual0@43000;277
Feature;3174;trace:number_parcels@20;3700
Feature;3174;event:org:resource@51d239;624
Feature;3174;event:concept:name@remove document;2995
Feature;3174;event:subprocess@Change;4740
Feature;3174;begin editing#finish editing#save;1460
Feature;3174;finish editing#save#insert document;720
Feature;3174;begin payment#finish payment#insert document;1616
Feature;3174;finish payment#insert document#initialize;1618
Feature;3174;insert document#initialize#begin editing;4282
Feature;3174;begin editing#calculate#remove document;2017
Feature;3174;calculate#remove document#insert document;1922
Feature;3174;remove document#insert document#save;1953
Feature;3174;insert document#save#insert document;1777
Feature;3174;save#insert document#initialize;2476
Feature;3174;trace:amount_applied0@19000;800
Feature;3174;trace:area@59.0;300
Feature;3174;trace:payment_actual0@19000;761
Feature;3174;event:org:resource@7b9b55;1133
Feature;3174;initialize#performed#save;5708
Feature;3174;performed#save#performed;632
Feature;3174;save#performed#save;2130
Feature;3174;performed#save#save;4865
Feature;3174;begin payment#save#finish payment;368
Feature;3174;save#finish payment#save;751
Feature;3174;finish payment#save#save;2026
Feature;3174;begin editing#calculate#insert document;662
Feature;3174;calculate#insert document#calculate;129
Feature;3174;insert document#calculate#remove document;36
Feature;3174;trace:area@17.0;300
Feature;3174;trace:payment_actual0@5000;1234
Feature;3174;trace:department@6b;11256
Feature;3174;event:org:resource@155add;7318
Feature;3174;event:org:resource@4fac6d;3792
Feature;3174;event:org:resource@c966f4;1026
Feature;3174;event:org:resource@fa68d2;807
Feature;3174;insert document#save#finish editing;5148
Feature;3174;save#finish editing#save;7079
Feature;3174;finish editing#save#save;4841
Feature;3174;save#save#performed;4017
Feature;3174;performed#save#finish editing;1757
Feature;3174;trace:amount_applied0@2000;3100
Feature;3174;trace:area@8.0;900
Feature;3174;trace:payment_actual0@2000;2959
Feature;3174;finish editing#finish editing#insert document;488
Feature;3174;performed#initialize#finish editing;35
Feature;3174;initialize#finish editing#begin editing;95
Feature;3174;finish payment#save#finish editing;1179
Feature;3174;trace:area@6.0;1100
Feature;3174;event:org:resource@4298e3;7470
Feature;3174;trace:amount_applied0@40000;300
Feature;3174;trace:payment_actual0@40000;314
Feature;3174;trace:number_parcels@25;2900
Feature;3174;event:org:resource@28b6bf;1257
Feature;3174;event:org:resource@425ee3;550
Feature;3174;event:org:resource@83c7b7;859
Feature;3174;performed#save#initialize;1972
Feature;3174;abort payment#begin payment#insert document;12335
Feature;3174;begin payment#insert document#save;409
Feature;3174;save#finish editing#finish editing;789
Feature;3174;finish editing#finish editing#finish payment;35
Feature;3174;trace:penalty_C4@True;348
Feature;3174;event:org:resource@059abc;320
Feature;3174;event:org:resource@7fb8a5;1579
Feature;3174;event:org:resource@97d224;6756
Feature;3174;mail valid#mail income#mail valid;898
Feature;3174;finish editing#performed#save;1187
Feature;3174;calculate#begin editing#initialize;284
Feature;3174;begin editing#initialize#save;114
Feature;3174;initialize#save#save;1613
Feature;3174;save#save#begin editing;2429
Feature;3174;save#begin editing#calculate;4480
Feature;3174;begin editing#calculate#calculate;20353
Feature;3174;calculate#begin editing#begin editing;501
Feature;3174;begin editing#begin editing#calculate;1176
Feature;3174;save#calculate#calculate;4678
Feature;3174;calculate#begin editing#insert document;1418
Feature;3174;begin editing#insert document#save;4763
Feature;3174;save#save#calculate;5362
Feature;3174;trace:amount_applied0@1000;4500
Feature;3174;trace:area@4.0;1600
Feature;3174;trace:payment_actual0@1000;4563
Feature;3174;trace:area@1.0;1900
Feature;3174;trace:amount_applied0@8000;900
Feature;3174;trace:area@24.0;300
Feature;3174;trace:payment_actual0@8000;876
Feature;3174;event:org:resource@6f6a4e;483
Feature;3174;finish payment#insert document#save;1493
Feature;3174;event:org:resource@44798d;1341
Feature;3174;event:org:resource@7d03a0;791
Feature;3174;event:org:resource@ad25fc;1223
Feature;3174;event:org:resource@b33ed5;393
Feature;3174;initialize#begin editing#check;158
Feature;3174;begin editing#check#finish editing;46
Feature;3174;check#finish editing#insert document;379
Feature;3174;begin editing#calculate#initialize;3219
Feature;3174;calculate#initialize#begin editing;2571
Feature;3174;calculate#calculate#save;5009
Feature;3174;save#calculate#save;2413
Feature;3174;trace:selected_random@True;2697
Feature;3174;trace:selected_risk@True;1807
Feature;3174;trace:area@3.0;1700
Feature;3174;event:org:resource@Inspection automaton;2817
Feature;3174;event:org:resource@Remote inspection export;2245
Feature;3174;event:org:resource@Remote inspection import;2249
Feature;3174;event:org:resource@dee71b;1366
Feature;3174;event:concept:name@abort external;2248
Feature;3174;event:concept:name@begin preparations;3039
Feature;3174;event:concept:name@finish preparations;3040
Feature;3174;event:concept:name@plan;3044
Feature;3174;event:concept:name@prepare external;2251
Feature;3174;event:doctype@Inspection;3044
Feature;3174;event:subprocess@Remote;2249
Feature;3174;finish editing#finish editing#plan;110
Feature;3174;finish editing#plan#initialize;513
Feature;3174;plan#initialize#save;958
Feature;3174;save#save#finish preparations;1976
Feature;3174;save#finish preparations#begin preparations;1546
Feature;3174;finish preparations#begin preparations#prepare external;2074
Feature;3174;begin preparations#prepare external#abort external;1985
Feature;3174;prepare external#abort external#finish preparations;1554
Feature;3174;abort external#finish preparations#prepare external;869
Feature;3174;finish preparations#prepare external#begin preparations;1196
Feature;3174;prepare external#begin preparations#abort external;1041
Feature;3174;begin preparations#abort external#finish preparations;737
Feature;3174;abort external#finish preparations#begin preparations;1636
Feature;3174;begin preparations#prepare external#initialize;1000
Feature;3174;prepare external#initialize#performed;1075
Feature;3174;save#performed#finish editing;1510
Feature;3174;trace:amount_applied0@36000;500
Feature;3174;trace:area@121.0;100
Feature;3174;trace:payment_actual0@35000;355
Feature;3174;trace:number_parcels@30;2400
Feature;3174;event:org:resource@019209;2811
Feature;3174;event:org:resource@2c546f;1102
Feature;3174;check#finish editing#performed;1058
Feature;3174;finish editing#save#finish editing;4682
Feature;3174;finish editing#save#finish payment;377
Feature;3174;finish payment#save#check;394
Feature;3174;save#save#insert document;1946
Feature;3174;trace:penalty_B16@True;111
Feature;3174;trace:amount_applied0@11000;600
Feature;3174;trace:area@29.0;200
Feature;3174;trace:payment_actual0@11000;610
Feature;3174;event:org:resource@023bb9;1266
Feature;3174;event:org:resource@439089;987
Feature;3174;event:org:resource@dfd1d4;761
Feature;3174;performed#check#check;172
Feature;3174;save#initialize#check;42
Feature;3174;initialize#check#check;7
Feature;3174;check#check#insert document;121
Feature;3174;check#insert document#save;855
Feature;3174;save#finish editing#begin editing;4711
Feature;3174;performed#initialize#save;821
Feature;3174;initialize#save#calculate;404
Feature;3174;save#finish payment#insert document;128
Feature;3174;calculate#save#finish editing;1877
Feature;3174;begin editing#save#calculate;4949
Feature;3174;calculate#calculate#remove document;277
Feature;3174;event:org:resource@6ad4a6;573
Feature;3174;check#finish editing#begin editing;1701
Feature;3174;begin editing#save#save;5056
Feature;3174;trace:amount_applied0@14000;700
Feature;3174;trace:area@44.0;300
Feature;3174;trace:payment_actual0@14000;648
Feature;3174;event:org:resource@346f05;960
Feature;3174;trace:penalty_B3@True;805
Feature;3174;event:org:resource@4b9a7f;1684
Feature;3174;event:org:resource@7850e8;192
Feature;3174;event:org:resource@9e088c;1091
Feature;3174;event:concept:name@performed offline;1750
Feature;3174;event:concept:name@prepare offline;1755
Feature;3174;event:subprocess@On-Site;2553
Feature;3174;save#initialize#plan;819
Feature;3174;initialize#plan#save;2494
Feature;3174;plan#save#save;1846
Feature;3174;save#finish preparations#prepare external;501
Feature;3174;performed#performed#save;2318
Feature;3174;performed#initialize#plan;606
Feature;3174;plan#save#finish editing;485
Feature;3174;save#finish editing#finish preparations;411
Feature;3174;finish editing#finish preparations#save;438
Feature;3174;finish preparations#save#save;1440
Feature;3174;save#save#begin preparations;1546
Feature;3174;save#begin preparations#prepare offline;1634
Feature;3174;begin preparations#prepare offline#save;1303
Feature;3174;prepare offline#save#save;1355
Feature;3174;save#finish editing#performed offline;4
Feature;3174;finish editing#performed offline#save;17
Feature;3174;performed offline#save#finish editing;1010
Feature;3174;save#finish editing#performed;1311
Feature;3174;trace:amount_applied0@29000;600
Feature;3174;trace:area@97.0;300
Feature;3174;trace:payment_actual0@29000;595
Feature;3174;trace:penalty_amount0@100;1978
Feature;3174;event:org:resource@f9fe07;1627
Feature;3174;check#finish editing#initialize;6317
Feature;3174;trace:area@98.0;100
Feature;3174;event:org:resource@c70c37;69
Feature;3174;finish editing#save#begin editing;2283
Feature;3174;trace:amount_applied0@10000;900
Feature;3174;trace:area@32.0;300
Feature;3174;trace:payment_actual0@10000;858
Feature;3174;event:org:resource@354865;554
Feature;3174;event:org:resource@5a21a5;1146
Feature;3174;event:org:resource@60b0b8;213
Feature;3174;event:org:resource@71ffe8;320
Feature;3174;save#check#save;969
Feature;3174;check#save#check;656
Feature;3174;save#check#initialize;395
Feature;3174;check#initialize#performed;531
Feature;3174;begin payment#save#finish editing;485
Feature;3174;save#save#finish payment;432
Feature;3174;event:org:resource@00037f;639
Feature;3174;event:org:resource@75992a;1795
Feature;3174;event:org:resource@9aaf68;715
Feature;3174;begin editing#save#check;122
Feature;3174;check#save#save;625
Feature;3174;trace:penalty_CC@True;1343
Feature;3174;trace:amount_applied0@47000;300
Feature;3174;trace:area@157.0;100
Feature;3174;trace:cross_compliance@13.0;4
Feature;3174;trace:payment_actual0@41000;290
Feature;3174;trace:penalty_amount0@5700;5
Feature;3174;trace:number_parcels@35;1900
Feature;3174;event:org:resource@2ca0ae;2034
Feature;3174;event:org:resource@4af6fb;1332
Feature;3174;event:org:resource@DP-R;1647
Feature;3174;event:concept:name@revoke withdrawal;206
Feature;3174;event:concept:name@withdraw;419
Feature;3174;calculate#save#initialize;423
Feature;3174;calculate#calculate#finish editing;20788
Feature;3174;finish editing#decide#save;451
Feature;3174;decide#save#revoke decision;115
Feature;3174;save#revoke decision#calculate;268
Feature;3174;begin editing#calculate#withdraw;202
Feature;3174;calculate#withdraw#revoke withdrawal;62
Feature;3174;withdraw#revoke withdrawal#remove document;58
Feature;3174;revoke withdrawal#remove document#insert document;119
Feature;3174;finish editing#decide#insert document;2444
Feature;3174;decide#insert document#save;1548
Feature;3174;insert document#save#begin payment;1206
Feature;3174;save#begin payment#finish payment;862
Feature;3174;event:org:resource@27cc37;127
Feature;3174;event:org:resource@fcb55b;2892
Feature;3174;insert document#save#begin editing;865
Feature;3174;save#begin editing#save;2291
Feature;3174;check#save#finish editing;228
Feature;3174;trace:amount_applied0@5000;1200
Feature;3174;trace:area@14.0;400
Feature;3174;event:success@False;18929
Feature;3174;finish editing#decide#decide;1275
Feature;3174;decide#decide#begin payment;346
Feature;3174;trace:amount_applied0@4000;1500
Feature;3174;trace:payment_actual0@4000;1457
Feature;3174;calculate#finish editing#save;5584
Feature;3174;trace:amount_applied0@56000;300
Feature;3174;trace:area@187.0;100
Feature;3174;trace:payment_actual0@56000;267
Feature;3174;trace:penalty_amount0@300;506
Feature;3174;event:org:resource@2ac4ac;647
Feature;3174;event:org:resource@bfa0ec;997
Feature;3174;event:org:resource@ffb56b;984
Feature;3174;event:concept:name@approve;522
Feature;3174;event:concept:name@begin admissibility check;805
Feature;3174;event:concept:name@check admissibility;803
Feature;3174;event:subprocess@Objection;870
Feature;3174;performed#save#insert document;494
Feature;3174;finish editing#initialize#insert document;80
Feature;3174;initialize#insert document#save;388
Feature;3174;calculate#performed#save;239
Feature;3174;calculate#save#insert document;194
Feature;3174;finish editing#finish payment#save;324
Feature;3174;save#initialize#insert document;252
Feature;3174;initialize#insert document#initialize;482
Feature;3174;insert document#initialize#insert document;485
Feature;3174;initialize#insert document#begin editing;60
Feature;3174;insert document#begin editing#save;121
Feature;3174;insert document#save#begin admissibility check;179
Feature;3174;save#begin admissibility check#check admissibility;291
Feature;3174;begin admissibility check#check admissibility#calculate;408
Feature;3174;check admissibility#calculate#approve;248
Feature;3174;calculate#approve#calculate;140
Feature;3174;approve#calculate#begin editing;277
Feature;3174;calculate#begin editing#begin admissibility check;7
Feature;3174;begin editing#begin admissibility check#check admissibility;8
Feature;3174;begin admissibility check#check admissibility#begin admissibility check;219
Feature;3174;check admissibility#begin admissibility check#save;173
Feature;3174;begin admissibility check#save#calculate;84
Feature;3174;save#calculate#check admissibility;84
Feature;3174;calculate#check admissibility#approve;229
Feature;3174;check admissibility#approve#begin editing;200
Feature;3174;approve#begin editing#calculate;340
Feature;3174;decide#insert document#insert document;687
Feature;3174;insert document#insert document#save;472
Feature;3174;save#begin payment#abort payment;535
Feature;3174;finish payment#save#insert document;536
Feature;3174;save#calculate#check;86
Feature;3174;trace:amount_applied0@50000;300
Feature;3174;trace:area@167.0;100
Feature;3174;trace:payment_actual0@50000;278
Feature;3174;event:org:resource@af1e1e;1718
Feature;3174;event:concept:name@take original document;886
Feature;3174;finish editing#save#performed;1787
Feature;3174;save#finish editing#insert document;870
Feature;3174;decide#decide#insert document;734
Feature;3174;insert document#insert document#insert document;283
Feature;3174;insert document#insert document#initialize;495
Feature;3174;decide#insert document#take original document;7
Feature;3174;insert document#take original document#begin payment;8
Feature;3174;take original document#begin payment#abort payment;22
Feature;3174;trace:area@26.0;300
Feature;3174;event:org:resource@0087cf;391
Feature;3174;event:org:resource@39be3e;2972
Feature;3174;event:org:resource@5e018b;330
Feature;3174;event:org:resource@eb7015;668
Feature;3174;save#finish payment#initialize;52
Feature;3174;finish payment#initialize#insert document;302
Feature;3174;initialize#insert document#begin admissibility check;198
Feature;3174;insert document#begin admissibility check#calculate;78
Feature;3174;begin admissibility check#calculate#check admissibility;367
Feature;3174;check admissibility#approve#calculate;128
Feature;3174;calculate#begin editing#finish editing;382
Feature;3174;begin editing#finish editing#decide;148
Feature;3174;begin admissibility check#save#check admissibility;103
Feature;3174;save#check admissibility#calculate;77
Feature;3174;calculate#approve#begin editing;142
Feature;3174;begin admissibility check#save#check;104
Feature;3174;event:org:resource@815d19;354
Feature;3174;finish editing#calculate#save;1536
Feature;3174;trace:penalty_GP1@True;2325
Feature;3174;trace:amount_applied0@69000;100
Feature;3174;trace:area@215.0;100
Feature;3174;trace:payment_actual0@67000;5
Feature;3174;trace:penalty_amount0@1900;38
Feature;3174;trace:number_parcels@65;300
Feature;3174;event:org:resource@79367e;897
Feature;3174;event:org:resource@d0f451;723
Feature;3174;event:org:resource@dd04e2;1118
Feature;3174;insert document#save#initialize;911
Feature;3174;calculate#initialize#save;588
Feature;3174;save#finish editing#calculate;4358
Feature;3174;begin payment#finish payment#initialize;245
Feature;3174;initialize#insert document#finish editing;10
Feature;3174;insert document#finish editing#save;54
Feature;3174;finish editing#finish editing#save;1314
Feature;3174;finish editing#save#begin admissibility check;34
Feature;3174;save#begin admissibility check#calculate;156
Feature;3174;check admissibility#approve#begin admissibility check;8
Feature;3174;approve#begin admissibility check#calculate;2
Feature;3174;check admissibility#approve#save;4
Feature;3174;approve#save#finish editing;4
Feature;3174;save#calculate#begin editing;993
Feature;3174;decide#calculate#begin editing;22
Feature;3174;decide#begin payment#finish payment;27
Feature;3174;trace:amount_applied0@52000;300
Feature;3174;trace:area@172.0;100
Feature;3174;trace:payment_actual0@52000;288
Feature;3174;trace:number_parcels@45;1100
Feature;3174;event:org:resource@65bf34;216
Feature;3174;begin editing#finish editing#take original document;66
Feature;3174;finish editing#take original document#initialize;49
Feature;3174;take original document#initialize#performed;77
Feature;3174;calculate#save#performed;127
Feature;3174;finish editing#calculate#finish editing;4869
Feature;3174;calculate#finish editing#insert document;850
Feature;3174;finish editing#insert document#initialize;649
Feature;3174;begin editing#calculate#decide;168
Feature;3174;calculate#decide#calculate;175
Feature;3174;decide#calculate#remove document;16
Feature;3174;trace:amount_applied0@23000;700
Feature;3174;trace:area@78.0;200
Feature;3174;trace:payment_actual0@23000;653
Feature;3174;event:org:resource@237892;365
Feature;3174;event:org:resource@5d9e09;1120
Feature;3174;event:org:resource@c0aa4a;598
Feature;3174;initialize#performed#initialize;12594
Feature;3174;plan#save#finish preparations;195
Feature;3174;save#finish preparations#save;568
Feature;3174;save#begin preparations#finish preparations;123
Feature;3174;begin preparations#finish preparations#save;127
Feature;3174;prepare offline#save#check;3
Feature;3174;check#save#performed offline;2
Feature;3174;save#performed offline#save;1418
Feature;3174;calculate#save#check;323
Feature;3174;trace:amount_applied0@112000;200
Feature;3174;trace:area@327.0;100
Feature;3174;trace:payment_actual0@112000;170
Feature;3174;event:org:resource@2dc625;300
Feature;3174;performed#initialize#check;16
Feature;3174;initialize#check#finish editing;53
Feature;3174;calculate#insert document#save;901
Feature;3174;calculate#save#save;3440
Feature;3174;calculate#remove document#save;137
Feature;3174;remove document#save#check;7
Feature;3174;finish editing#decide#begin editing;872
Feature;3174;decide#begin editing#save;500
Feature;3174;decide#insert document#begin payment;959
Feature;3174;insert document#begin payment#finish payment;749
Feature;3174;trace:amount_applied0@24000;600
Feature;3174;trace:area@79.0;300
Feature;3174;trace:payment_actual0@24000;654
Feature;3174;trace:amount_applied0@59000;300
Feature;3174;trace:payment_actual0@58000;88
Feature;3174;event:org:resource@13c937;394
Feature;3174;event:org:resource@7d12ba;2389
Feature;3174;performed#check#insert document;135
Feature;3174;save#initialize#save;799
Feature;3174;save#initialize#calculate;62
Feature;3174;initialize#calculate#save;77
Feature;3174;event:org:resource@8a1fba;1451
Feature;3174;trace:amount_applied0@16000;700
Feature;3174;trace:area@50.0;200
Feature;3174;trace:payment_actual0@16000;776
Feature;3174;event:org:resource@465290;220
Feature;3174;plan#save#performed;11
Feature;3174;save#performed#insert document;155
Feature;3174;save#save#performed offline;1537
Feature;3174;performed offline#save#save;461
Feature;3174;finish payment#save#begin editing;113
Feature;3174;save#begin editing#begin editing;225
Feature;3174;begin editing#begin editing#begin editing;104
Feature;3174;event:org:resource@478c4f;1361
Feature;3174;event:org:resource@9e337f;1055
Feature;3174;trace:area@76.0;200
Feature;3174;begin editing#check#insert document;94
Feature;3174;finish editing#save#calculate;3503
Feature;3174;trace:amount_applied0@74000;100
Feature;3174;trace:area@244.0;100
Feature;3174;trace:payment_actual0@74000;81
Feature;3174;trace:penalty_amount0@200;742
Feature;3174;trace:number_parcels@70;200
Feature;3174;event:org:resource@0d884f;930
Feature;3174;performed#finish editing#insert document;145
Feature;3174;begin payment#finish payment#finish editing;229
Feature;3174;finish payment#finish editing#insert document;45
Feature;3174;trace:amount_applied0@7000;900
Feature;3174;trace:area@18.0;600
Feature;3174;trace:payment_actual0@7000;878
Feature;3174;trace:area@95.0;300
Feature;3174;performed#performed#insert document;646
Feature;3174;trace:area@123.0;200
Feature;3174;trace:payment_actual0@36000;444
Feature;3174;finish editing#initialize#plan;1477
Feature;3174;prepare external#abort external#begin preparations;559
Feature;3174;abort external#begin preparations#prepare external;400
Feature;3174;begin preparations#prepare external#finish preparations;405
Feature;3174;prepare external#finish preparations#initialize;120
Feature;3174;finish preparations#initialize#performed;320
Feature;3174;save#finish editing#finish payment;388
Feature;3174;finish editing#initialize#save;512
Feature;3174;initialize#save#finish editing;529
Feature;3174;trace:amount_applied0@35000;300
Feature;3174;trace:area@119.0;100
Feature;3174;save#finish editing#decide;141
Feature;3174;trace:area@12.0;600
Feature;3174;prepare external#abort external#prepare external;719
Feature;3174;abort external#prepare external#begin preparations;732
Feature;3174;prepare external#begin preparations#finish preparations;734
Feature;3174;begin preparations#finish preparations#abort external;611
Feature;3174;finish preparations#abort external#prepare external;285
Feature;3174;begin preparations#finish preparations#initialize;217
Feature;3174;trace:amount_applied0@20000;600
Feature;3174;trace:area@55.0;100
Feature;3174;trace:payment_actual0@20000;610
