approach;total_size;partition;partition_size
Feature;609;A_REGISTERED#A_ACTIVATED#W_Valideren aanvraag;455
Feature;609;trace:AMOUNT_REQ@7000;336
Feature;609;event:org:resource@10609;892
Feature;609;event:org:resource@10861;1786
Feature;609;event:org:resource@10912;536
Feature;609;event:org:resource@11119;1662
Feature;609;event:org:resource@11181;1736
Feature;609;event:org:resource@11189;1424
Feature;609;event:org:resource@11201;1414
Feature;609;event:org:resource@11203;1527
Feature;609;event:concept:name@W_Wijzigen contractgegevens;7
Feature;609;W_Completeren aanvraag#W_Nabellen offertes#O_SELECTED;361
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#O_ACCEPTED;350
Feature;609;A_ACTIVATED#W_Valideren aanvraag#W_Wijzigen contractgegevens;2
Feature;609;trace:AMOUNT_REQ@15000;1019
Feature;609;event:concept:name@A_DECLINED;7635
Feature;609;A_SUBMITTED#A_PARTLYSUBMITTED#A_DECLINED;3429
Feature;609;trace:AMOUNT_REQ@13500;24
Feature;609;event:concept:name@A_CANCELLED;2807
Feature;609;W_Completeren aanvraag#W_Completeren aanvraag#A_CANCELLED;1060
Feature;609;W_Completeren aanvraag#A_CANCELLED#W_Completeren aanvraag;704
Feature;609;trace:AMOUNT_REQ@18000;89
Feature;609;event:org:resource@11111;23
Feature;609;event:concept:name@W_Afhandelen leads;4755
Feature;609;A_SUBMITTED#A_PARTLYSUBMITTED#W_Afhandelen leads;4739
Feature;609;A_PARTLYSUBMITTED#W_Afhandelen leads#W_Afhandelen leads;4739
Feature;609;W_Afhandelen leads#W_Afhandelen leads#A_PREACCEPTED;2509
Feature;609;W_Afhandelen leads#A_PREACCEPTED#W_Completeren aanvraag;2515
Feature;609;A_PREACCEPTED#W_Completeren aanvraag#W_Afhandelen leads;2515
Feature;609;W_Completeren aanvraag#W_Afhandelen leads#W_Completeren aanvraag;2515
Feature;609;W_Afhandelen leads#W_Completeren aanvraag#W_Completeren aanvraag;1597
Feature;609;W_Completeren aanvraag#W_Completeren aanvraag#A_DECLINED;841
Feature;609;W_Completeren aanvraag#A_DECLINED#W_Completeren aanvraag;1088
Feature;609;trace:AMOUNT_REQ@11000;89
Feature;609;event:org:resource@10982;1344
Feature;609;trace:AMOUNT_REQ@30000;329
Feature;609;event:org:resource@11019;568
Feature;609;event:org:resource@11180;1578
Feature;609;trace:AMOUNT_REQ@45000;66
Feature;609;event:org:resource@10138;1022
Feature;609;event:org:resource@10899;1033
Feature;609;event:concept:name@O_DECLINED;802
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#A_DECLINED;176
Feature;609;W_Valideren aanvraag#A_DECLINED#O_DECLINED;320
Feature;609;A_DECLINED#O_DECLINED#W_Valideren aanvraag;320
Feature;609;event:org:resource@10889;786
Feature;609;event:org:resource@10972;771
Feature;609;event:org:resource@11002;467
Feature;609;event:org:resource@11121;942
Feature;609;event:org:resource@11122;1061
Feature;609;event:concept:name@W_Nabellen incomplete dossiers;1647
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#W_Nabellen incomplete dossiers;975
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#W_Valideren aanvraag;1574
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#W_Nabellen incomplete dossiers;1647
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers;1451
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers;1468
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#W_Valideren aanvraag;1130
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#O_ACCEPTED;402
Feature;609;trace:AMOUNT_REQ@9000;161
Feature;609;event:org:resource@10939;647
Feature;609;event:org:resource@11009;725
Feature;609;event:org:resource@11029;365
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#O_DECLINED;37
Feature;609;W_Nabellen incomplete dossiers#O_DECLINED#A_DECLINED;50
Feature;609;O_DECLINED#A_DECLINED#W_Nabellen incomplete dossiers;50
Feature;609;event:org:resource@11000;914
Feature;609;W_Afhandelen leads#W_Afhandelen leads#W_Afhandelen leads;763
Feature;609;trace:AMOUNT_REQ@10000;1404
Feature;609;event:org:resource@10863;746
Feature;609;event:org:resource@11169;1714
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#W_Valideren aanvraag;511
Feature;609;W_Valideren aanvraag#O_ACCEPTED#A_ACTIVATED;229
Feature;609;O_ACCEPTED#A_ACTIVATED#A_REGISTERED;242
Feature;609;A_ACTIVATED#A_REGISTERED#A_APPROVED;82
Feature;609;A_REGISTERED#A_APPROVED#W_Valideren aanvraag;103
Feature;609;trace:AMOUNT_REQ@6000;508
Feature;609;W_Afhandelen leads#W_Afhandelen leads#A_DECLINED;2227
Feature;609;W_Afhandelen leads#A_DECLINED#W_Afhandelen leads;2234
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#O_SELECTED;73
Feature;609;W_Nabellen incomplete dossiers#O_SELECTED#O_CANCELLED;91
Feature;609;O_CREATED#O_SENT#W_Nabellen incomplete dossiers;357
Feature;609;O_SENT#W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers;169
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#O_SENT_BACK;189
Feature;609;W_Nabellen incomplete dossiers#O_SENT_BACK#W_Valideren aanvraag;197
Feature;609;O_SENT_BACK#W_Valideren aanvraag#W_Nabellen incomplete dossiers;197
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#W_Nabellen incomplete dossiers;622
Feature;609;W_Valideren aanvraag#O_ACCEPTED#A_REGISTERED;427
Feature;609;O_ACCEPTED#A_REGISTERED#A_APPROVED;388
Feature;609;A_REGISTERED#A_APPROVED#A_ACTIVATED;420
Feature;609;A_APPROVED#A_ACTIVATED#W_Valideren aanvraag;384
Feature;609;event:org:resource@11179;1003
Feature;609;trace:AMOUNT_REQ@2000;253
Feature;609;W_Afhandelen leads#W_Completeren aanvraag#A_ACCEPTED;611
Feature;609;W_Completeren aanvraag#W_Nabellen offertes#O_CANCELLED;468
Feature;609;W_Nabellen offertes#O_CANCELLED#A_CANCELLED;695
Feature;609;O_CANCELLED#A_CANCELLED#W_Nabellen offertes;461
Feature;609;event:org:resource@11001;60
Feature;609;W_Nabellen offertes#W_Nabellen offertes#O_CANCELLED;968
Feature;609;W_Nabellen offertes#O_CANCELLED#O_SELECTED;734
Feature;609;O_CANCELLED#O_SELECTED#O_CREATED;863
Feature;609;W_Nabellen offertes#W_Nabellen offertes#A_DECLINED;23
Feature;609;W_Nabellen offertes#A_DECLINED#O_DECLINED;27
Feature;609;A_DECLINED#O_DECLINED#W_Nabellen offertes;27
Feature;609;W_Completeren aanvraag#W_Nabellen offertes#O_SENT_BACK;561
Feature;609;O_ACCEPTED#A_REGISTERED#A_ACTIVATED;325
Feature;609;A_REGISTERED#A_ACTIVATED#A_APPROVED;148
Feature;609;A_ACTIVATED#A_APPROVED#W_Valideren aanvraag;136
Feature;609;event:concept:name@W_Beoordelen fraude;108
Feature;609;W_Completeren aanvraag#W_Completeren aanvraag#W_Beoordelen fraude;3
Feature;609;W_Completeren aanvraag#W_Beoordelen fraude#W_Completeren aanvraag;3
Feature;609;W_Beoordelen fraude#W_Completeren aanvraag#W_Beoordelen fraude;3
Feature;609;W_Completeren aanvraag#W_Beoordelen fraude#W_Beoordelen fraude;3
Feature;609;W_Beoordelen fraude#W_Beoordelen fraude#W_Beoordelen fraude;81
Feature;609;W_Beoordelen fraude#W_Beoordelen fraude#A_DECLINED;57
Feature;609;W_Beoordelen fraude#A_DECLINED#W_Beoordelen fraude;57
Feature;609;trace:AMOUNT_REQ@25000;597
Feature;609;trace:AMOUNT_REQ@32000;38
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#A_APPROVED;165
Feature;609;W_Valideren aanvraag#A_APPROVED#A_ACTIVATED;59
Feature;609;A_APPROVED#A_ACTIVATED#A_REGISTERED;263
Feature;609;A_ACTIVATED#A_REGISTERED#O_ACCEPTED;62
Feature;609;A_REGISTERED#O_ACCEPTED#W_Valideren aanvraag;111
Feature;609;trace:AMOUNT_REQ@4000;213
Feature;609;trace:AMOUNT_REQ@3000;326
Feature;609;event:org:resource@10971;130
Feature;609;trace:AMOUNT_REQ@1500;140
Feature;609;event:org:resource@10228;175
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#A_APPROVED;168
Feature;609;W_Valideren aanvraag#A_APPROVED#O_ACCEPTED;344
Feature;609;A_ACTIVATED#A_REGISTERED#W_Valideren aanvraag;369
Feature;609;event:org:resource@11202;482
Feature;609;W_Nabellen offertes#W_Nabellen offertes#A_CANCELLED;719
Feature;609;W_Nabellen offertes#A_CANCELLED#O_CANCELLED;779
Feature;609;A_CANCELLED#O_CANCELLED#W_Nabellen offertes;509
Feature;609;event:org:resource@10789;369
Feature;609;O_ACCEPTED#A_APPROVED#A_ACTIVATED;305
Feature;609;event:org:resource@10881;1026
Feature;609;trace:AMOUNT_REQ@50000;344
Feature;609;trace:AMOUNT_REQ@14500;14
Feature;609;W_Afhandelen leads#W_Completeren aanvraag#A_DECLINED;247
Feature;609;trace:AMOUNT_REQ@7500;419
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#O_DECLINED;113
Feature;609;W_Valideren aanvraag#O_DECLINED#A_DECLINED;348
Feature;609;O_DECLINED#A_DECLINED#W_Valideren aanvraag;348
Feature;609;trace:AMOUNT_REQ@13000;106
Feature;609;trace:AMOUNT_REQ@8000;424
Feature;609;trace:AMOUNT_REQ@15500;20
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#O_DECLINED;181
Feature;609;trace:AMOUNT_REQ@6500;129
Feature;609;trace:AMOUNT_REQ@12000;211
Feature;609;event:org:resource@10909;1555
Feature;609;trace:AMOUNT_REQ@12500;117
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#O_CANCELLED;118
Feature;609;W_Nabellen incomplete dossiers#O_CANCELLED#O_SELECTED;85
Feature;609;trace:AMOUNT_REQ@2500;268
Feature;609;trace:AMOUNT_REQ@5500;86
Feature;609;trace:AMOUNT_REQ@5700;11
Feature;609;O_ACCEPTED#A_ACTIVATED#A_APPROVED;210
Feature;609;A_ACTIVATED#A_APPROVED#A_REGISTERED;277
Feature;609;A_APPROVED#A_REGISTERED#W_Valideren aanvraag;181
Feature;609;event:org:resource@10188;87
Feature;609;A_SUBMITTED#A_PARTLYSUBMITTED#W_Beoordelen fraude;67
Feature;609;A_PARTLYSUBMITTED#W_Beoordelen fraude#W_Beoordelen fraude;67
Feature;609;trace:AMOUNT_REQ@33000;18
Feature;609;event:org:resource@10910;986
Feature;609;event:org:resource@10929;675
Feature;609;event:org:resource@10931;367
Feature;609;event:org:resource@11259;1094
Feature;609;trace:AMOUNT_REQ@7400;8
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#O_ACCEPTED;42
Feature;609;W_Nabellen incomplete dossiers#O_ACCEPTED#A_APPROVED;42
Feature;609;A_REGISTERED#A_ACTIVATED#W_Nabellen incomplete dossiers;40
Feature;609;trace:AMOUNT_REQ@60000;19
Feature;609;W_Afhandelen leads#W_Completeren aanvraag#A_CANCELLED;60
Feature;609;W_Completeren aanvraag#W_Nabellen offertes#A_CANCELLED;66
Feature;609;trace:AMOUNT_REQ@5800;7
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#A_DECLINED;105
Feature;609;event:org:resource@11200;341
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#O_SELECTED;18
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#A_APPROVED;13
Feature;609;W_Nabellen incomplete dossiers#A_APPROVED#A_ACTIVATED;5
Feature;609;A_REGISTERED#O_ACCEPTED#W_Nabellen incomplete dossiers;13
Feature;609;trace:AMOUNT_REQ@26000;35
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#A_ACTIVATED;61
Feature;609;W_Valideren aanvraag#A_ACTIVATED#A_APPROVED;107
Feature;609;A_APPROVED#A_REGISTERED#O_ACCEPTED;169
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#A_REGISTERED;77
Feature;609;W_Valideren aanvraag#A_REGISTERED#O_ACCEPTED;92
Feature;609;A_REGISTERED#O_ACCEPTED#A_APPROVED;105
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#A_REGISTERED;82
Feature;609;event:org:resource@10779;26
Feature;609;trace:AMOUNT_REQ@10500;27
Feature;609;trace:AMOUNT_REQ@46000;7
Feature;609;A_APPROVED#A_ACTIVATED#O_ACCEPTED;105
Feature;609;A_ACTIVATED#O_ACCEPTED#A_REGISTERED;73
Feature;609;O_ACCEPTED#A_REGISTERED#W_Valideren aanvraag;54
Feature;609;event:org:resource@10880;226
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#O_DECLINED;53
Feature;609;trace:AMOUNT_REQ@8400;3
Feature;609;trace:AMOUNT_REQ@21000;42
Feature;609;event:org:resource@10914;135
Feature;609;W_Completeren aanvraag#A_ACCEPTED#W_Completeren aanvraag;74
Feature;609;A_ACCEPTED#W_Completeren aanvraag#W_Completeren aanvraag;74
Feature;609;trace:AMOUNT_REQ@8900;5
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#O_CANCELLED;44
Feature;609;W_Valideren aanvraag#O_CANCELLED#O_SELECTED;98
Feature;609;O_SENT#W_Nabellen incomplete dossiers#W_Valideren aanvraag;203
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#O_CANCELLED;24
Feature;609;trace:AMOUNT_REQ@17000;77
Feature;609;trace:AMOUNT_REQ@1000;199
Feature;609;trace:AMOUNT_REQ@11500;23
Feature;609;trace:AMOUNT_REQ@40000;153
Feature;609;trace:AMOUNT_REQ@7800;13
Feature;609;W_Nabellen incomplete dossiers#O_CANCELLED#A_CANCELLED;59
Feature;609;O_CANCELLED#A_CANCELLED#W_Nabellen incomplete dossiers;57
Feature;609;trace:AMOUNT_REQ@1600;5
Feature;609;trace:AMOUNT_REQ@23000;43
Feature;609;trace:AMOUNT_REQ@70000;8
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#A_APPROVED;155
Feature;609;W_Valideren aanvraag#A_APPROVED#A_REGISTERED;86
Feature;609;A_REGISTERED#O_ACCEPTED#A_ACTIVATED;103
Feature;609;trace:AMOUNT_REQ@17500;67
Feature;609;trace:AMOUNT_REQ@31500;4
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#A_ACTIVATED;75
Feature;609;A_ACTIVATED#A_APPROVED#O_ACCEPTED;52
Feature;609;A_APPROVED#O_ACCEPTED#A_REGISTERED;230
Feature;609;trace:AMOUNT_REQ@24000;18
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#A_DECLINED;39
Feature;609;trace:AMOUNT_REQ@16000;95
Feature;609;W_Completeren aanvraag#A_ACCEPTED#A_CANCELLED;46
Feature;609;A_ACCEPTED#A_CANCELLED#W_Completeren aanvraag;46
Feature;609;event:org:resource@10859;136
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#O_ACCEPTED;67
Feature;609;W_Nabellen incomplete dossiers#O_ACCEPTED#A_ACTIVATED;26
Feature;609;A_APPROVED#A_REGISTERED#W_Nabellen incomplete dossiers;22
Feature;609;trace:AMOUNT_REQ@16500;25
Feature;609;trace:AMOUNT_REQ@500;57
Feature;609;trace:AMOUNT_REQ@9500;30
Feature;609;W_Nabellen incomplete dossiers#W_Valideren aanvraag#O_SELECTED;18
Feature;609;W_Valideren aanvraag#O_SELECTED#O_CANCELLED;107
Feature;609;W_Nabellen incomplete dossiers#O_ACCEPTED#A_REGISTERED;41
Feature;609;A_APPROVED#A_ACTIVATED#W_Nabellen incomplete dossiers;37
Feature;609;trace:AMOUNT_REQ@11300;4
Feature;609;W_Valideren aanvraag#A_ACTIVATED#A_REGISTERED;36
Feature;609;O_ACCEPTED#A_APPROVED#W_Valideren aanvraag;36
Feature;609;W_Completeren aanvraag#W_Completeren aanvraag#O_SELECTED;28
Feature;609;W_Completeren aanvraag#O_SELECTED#A_FINALIZED;28
Feature;609;trace:AMOUNT_REQ@14400;2
Feature;609;trace:AMOUNT_REQ@8500;95
Feature;609;trace:AMOUNT_REQ@10400;2
Feature;609;W_Nabellen incomplete dossiers#A_APPROVED#O_ACCEPTED;30
Feature;609;A_ACTIVATED#A_REGISTERED#W_Nabellen incomplete dossiers;32
Feature;609;trace:AMOUNT_REQ@41000;4
Feature;609;trace:AMOUNT_REQ@6100;7
Feature;609;trace:AMOUNT_REQ@18500;21
Feature;609;trace:AMOUNT_REQ@29000;17
Feature;609;trace:AMOUNT_REQ@9600;6
Feature;609;trace:AMOUNT_REQ@14000;100
Feature;609;trace:AMOUNT_REQ@42000;7
Feature;609;trace:AMOUNT_REQ@2600;6
Feature;609;trace:AMOUNT_REQ@5600;6
Feature;609;trace:AMOUNT_REQ@9200;7
Feature;609;trace:AMOUNT_REQ@23100;3
Feature;609;A_ACTIVATED#O_ACCEPTED#W_Valideren aanvraag;86
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#O_SELECTED;47
Feature;609;trace:AMOUNT_REQ@37000;18
Feature;609;trace:AMOUNT_REQ@200;13
Feature;609;trace:AMOUNT_REQ@4500;58
Feature;609;trace:AMOUNT_REQ@3500;110
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#W_Beoordelen fraude;8
Feature;609;W_Valideren aanvraag#W_Beoordelen fraude#W_Beoordelen fraude;10
Feature;609;W_Beoordelen fraude#W_Beoordelen fraude#W_Valideren aanvraag;10
Feature;609;W_Beoordelen fraude#W_Valideren aanvraag#W_Beoordelen fraude;33
Feature;609;W_Valideren aanvraag#W_Beoordelen fraude#W_Valideren aanvraag;33
Feature;609;W_Beoordelen fraude#W_Valideren aanvraag#O_ACCEPTED;3
Feature;609;trace:AMOUNT_REQ@35000;155
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#O_SELECTED;42
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#A_APPROVED;31
Feature;609;trace:AMOUNT_REQ@25500;10
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#A_DECLINED;28
Feature;609;W_Nabellen incomplete dossiers#A_DECLINED#O_DECLINED;36
Feature;609;A_DECLINED#O_DECLINED#W_Nabellen incomplete dossiers;36
Feature;609;W_Valideren aanvraag#W_Nabellen incomplete dossiers#A_ACTIVATED;13
Feature;609;W_Nabellen incomplete dossiers#A_ACTIVATED#O_ACCEPTED;5
Feature;609;A_REGISTERED#A_APPROVED#W_Nabellen incomplete dossiers;10
Feature;609;trace:AMOUNT_REQ@34000;14
Feature;609;trace:AMOUNT_REQ@22500;22
Feature;609;trace:AMOUNT_REQ@22000;51
Feature;609;trace:AMOUNT_REQ@27500;24
Feature;609;A_REGISTERED#A_ACTIVATED#O_ACCEPTED;27
Feature;609;trace:AMOUNT_REQ@49000;8
Feature;609;trace:AMOUNT_REQ@19000;30
Feature;609;trace:AMOUNT_REQ@12700;4
Feature;609;trace:AMOUNT_REQ@99000;8
Feature;609;event:org:resource@11339;13
Feature;609;trace:AMOUNT_REQ@4700;3
Feature;609;W_Beoordelen fraude#W_Valideren aanvraag#W_Valideren aanvraag;16
Feature;609;trace:AMOUNT_REQ@5200;11
Feature;609;W_Valideren aanvraag#A_ACTIVATED#O_ACCEPTED;55
Feature;609;A_ACTIVATED#O_ACCEPTED#A_APPROVED;27
Feature;609;trace:AMOUNT_REQ@14200;5
Feature;609;trace:AMOUNT_REQ@100;14
Feature;609;trace:AMOUNT_REQ@7300;9
Feature;609;trace:AMOUNT_REQ@28000;27
Feature;609;trace:AMOUNT_REQ@15700;5
Feature;609;trace:AMOUNT_REQ@11200;8
Feature;609;W_Nabellen incomplete dossiers#W_Nabellen incomplete dossiers#A_CANCELLED;68
Feature;609;W_Nabellen incomplete dossiers#A_CANCELLED#O_CANCELLED;72
Feature;609;A_CANCELLED#O_CANCELLED#W_Nabellen incomplete dossiers;70
Feature;609;trace:AMOUNT_REQ@9800;6
Feature;609;W_Nabellen incomplete dossiers#A_APPROVED#A_REGISTERED;9
Feature;609;O_ACCEPTED#A_ACTIVATED#W_Nabellen incomplete dossiers;12
Feature;609;W_Valideren aanvraag#A_REGISTERED#A_ACTIVATED;34
Feature;609;A_APPROVED#O_ACCEPTED#W_Valideren aanvraag;33
Feature;609;trace:AMOUNT_REQ@36000;13
Feature;609;trace:AMOUNT_REQ@5900;9
Feature;609;trace:AMOUNT_REQ@600;14
Feature;609;trace:AMOUNT_REQ@27600;3
Feature;609;trace:AMOUNT_REQ@28500;6
Feature;609;W_Wijzigen contractgegevens#W_Valideren aanvraag#W_Valideren aanvraag;2
Feature;609;event:org:resource@10933;405
Feature;609;trace:AMOUNT_REQ@13700;2
Feature;609;trace:AMOUNT_REQ@6800;7
Feature;609;trace:AMOUNT_REQ@39000;4
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#O_CANCELLED;40
Feature;609;W_Valideren aanvraag#O_CANCELLED#A_CANCELLED;13
Feature;609;O_CANCELLED#A_CANCELLED#W_Valideren aanvraag;14
Feature;609;trace:AMOUNT_REQ@5400;8
Feature;609;trace:AMOUNT_REQ@38000;15
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#W_Beoordelen fraude;25
Feature;609;trace:AMOUNT_REQ@3900;2
Feature;609;trace:AMOUNT_REQ@7100;7
Feature;609;trace:AMOUNT_REQ@25600;2
Feature;609;trace:AMOUNT_REQ@1200;16
Feature;609;W_Nabellen offertes#A_CANCELLED#W_Nabellen offertes;6
Feature;609;A_CANCELLED#W_Nabellen offertes#O_CANCELLED;6
Feature;609;trace:AMOUNT_REQ@40300;2
Feature;609;trace:AMOUNT_REQ@10200;8
Feature;609;trace:AMOUNT_REQ@28200;3
Feature;609;trace:AMOUNT_REQ@300;11
Feature;609;trace:AMOUNT_REQ@3200;7
Feature;609;W_Beoordelen fraude#W_Beoordelen fraude#W_Afhandelen leads;16
Feature;609;W_Beoordelen fraude#W_Afhandelen leads#W_Beoordelen fraude;21
Feature;609;W_Afhandelen leads#W_Beoordelen fraude#W_Afhandelen leads;21
Feature;609;W_Beoordelen fraude#W_Afhandelen leads#A_PREACCEPTED;5
Feature;609;trace:AMOUNT_REQ@8200;6
Feature;609;event:org:resource@11079;16
Feature;609;W_Valideren aanvraag#W_Valideren aanvraag#A_ACTIVATED;61
Feature;609;trace:AMOUNT_REQ@14600;11
Feature;609;W_Nabellen offertes#W_Valideren aanvraag#A_CANCELLED;8
Feature;609;W_Valideren aanvraag#A_CANCELLED#O_CANCELLED;13
Feature;609;A_CANCELLED#O_CANCELLED#W_Valideren aanvraag;12
Feature;609;trace:AMOUNT_REQ@15800;4
Feature;609;trace:AMOUNT_REQ@43000;5
Feature;609;trace:AMOUNT_REQ@6400;7
Feature;609;event:org:resource@10932;1000
Feature;609;trace:AMOUNT_REQ@16400;2
Feature;609;trace:AMOUNT_REQ@34500;3
Feature;609;W_Completeren aanvraag#A_ACCEPTED#A_DECLINED;25
Feature;609;A_ACCEPTED#A_DECLINED#W_Completeren aanvraag;25
Feature;609;trace:AMOUNT_REQ@6700;5
Feature;609;trace:AMOUNT_REQ@9300;6
Feature;609;trace:AMOUNT_REQ@3700;4
Feature;609;trace:AMOUNT_REQ@36500;3
Feature;609;trace:AMOUNT_REQ@9400;6
