approach;sample_size;repetition;feature;informative;correlation
Feature;100;0;trace:AMOUNT_REQ@33500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@17400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@12900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@18800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@23200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@35300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@35500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@21600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@19900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@12400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@24500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@23500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@2700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@56000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@21100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@99900.0;False;0.0
Feature;100;0;event:org:resource@11269;False;0.0
Feature;100;0;trace:AMOUNT_REQ@26500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@31600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@40900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@64000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@90000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@30500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@25800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@17600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@17800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@2200.0;False;0.0
Feature;100;0;event:org:resource@10125;False;0.0
Feature;100;0;trace:AMOUNT_REQ@24300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@21500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@22300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@3600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@10300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@13200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@20500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@29500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@27200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@48000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@13300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@19500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@37500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@27000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@3800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@65000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@27700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@33600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@0.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@31000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@18200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@13600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@42500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@39300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@47000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@55000.0;False;0.0
Feature;100;0;event:org:resource@10935;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@80000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@75000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@22700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@36500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@3700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@34500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@43000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14600.0;False;0.0
Feature;100;0;event:org:resource@11079;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@3200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@28200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@10200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@40300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@25600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@3900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@38000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@39000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@13700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@28500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@27600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5900.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@36000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@28000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4700.0;False;0.0
Feature;100;0;event:org:resource@11339;False;0.0
Feature;100;0;trace:AMOUNT_REQ@99000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@12700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@19000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@49000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@27500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@22000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@22500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@34000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@25500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@37000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@23100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9200.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@2600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@42000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@29000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6100.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@41000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@10400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11300.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16500.0;False;0.0
Feature;100;0;event:org:resource@10859;False;0.0
Feature;100;0;trace:AMOUNT_REQ@16000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@24000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@31500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@17500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@70000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@23000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1600.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@40000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@17000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8900.0;False;0.0
Feature;100;0;event:org:resource@10914;False;0.0
Feature;100;0;trace:AMOUNT_REQ@21000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@8400.0;False;0.0
Feature;100;0;event:org:resource@10880;False;0.0
Feature;100;0;trace:AMOUNT_REQ@46000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@10500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@26000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5800.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7400.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@33000.0;False;0.0
Feature;100;0;event:org:resource@10188;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5700.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@5500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@2500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@12500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@12000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@6500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@14500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@1500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@4000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@32000.0;False;0.0
Feature;100;0;event:concept:name@W_Beoordelen fraude;False;0.0
Feature;100;0;event:org:resource@11001;False;0.0
Feature;100;0;trace:AMOUNT_REQ@9000.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@11000.0;False;0.0
Feature;100;0;event:org:resource@11111;False;0.0
Feature;100;0;trace:AMOUNT_REQ@13500.0;False;0.0
Feature;100;0;trace:AMOUNT_REQ@15000.0;False;0.0
Feature;100;0;event:concept:name@W_Wijzigen contractgegevens;False;0.0
Feature;100;0;trace:AMOUNT_REQ@7000.0;False;0.0
Feature;100;0;event:concept:name@A_SUBMITTED;False;0.0
Feature;100;0;event:concept:name@A_PARTLYSUBMITTED;False;0.0
Feature;100;0;trace:AMOUNT_REQ@25000.0;False;-0.025303289819400523
Feature;100;0;trace:AMOUNT_REQ@10000.0;False;-0.055114799947997735
Feature;100;0;trace:AMOUNT_REQ@20000.0;False;-0.06858514697280048
Feature;100;0;trace:AMOUNT_REQ@12300.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@1200.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@35000.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@18500.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@500.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@60000.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@50000.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@3000.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@45000.0;False;-0.07018274852098412
Feature;100;0;trace:AMOUNT_REQ@5000.0;False;-0.08833652794097833
Feature;100;0;trace:AMOUNT_REQ@3500.0;False;-0.09851341054817478
Feature;100;0;trace:AMOUNT_REQ@8000.0;False;-0.09851341054817478
Feature;100;0;trace:AMOUNT_REQ@13000.0;False;-0.09851341054817478
Feature;100;0;trace:AMOUNT_REQ@2000.0;False;-0.09851341054817478
Feature;100;0;event:org:resource@11029;False;-0.09851341054817478
Feature;100;0;trace:AMOUNT_REQ@30000.0;False;-0.09851341054817478
Feature;100;0;event:org:resource@11254;False;-0.0987656601815462
Feature;100;0;event:org:resource@11120;False;-0.0987656601815462
Feature;100;0;event:org:resource@10862;False;-0.0987656601815462
Feature;100;0;trace:AMOUNT_REQ@18000.0;False;-0.11975530717331756
Feature;100;0;event:org:resource@10228;False;-0.12037410583231756
Feature;100;0;trace:AMOUNT_REQ@6000.0;False;-0.13725270326150324
Feature;100;0;event:concept:name@O_DECLINED;False;-0.13725270326150324
Feature;100;0;event:org:resource@11300;False;-0.1379728923974526
Feature;100;0;event:org:resource@10933;False;-0.13832618045568537
Feature;100;0;event:org:resource@11299;False;-0.16737983495058362
Feature;100;0;event:org:resource@10789;False;-0.16737983495058362
Feature;100;0;event:org:resource@11319;False;-0.19097911206358367
Feature;100;0;event:org:resource@10779;False;-0.19147565263451757
Feature;100;0;event:org:resource@10971;False;-0.20215684379026774
Feature;100;0;event:org:resource@10931;False;-0.220895875654758
Feature;100;0;event:org:resource@11121;False;-0.22968591601250446
Feature;100;0;event:org:resource@10912;False;-0.22968591601250446
Feature;100;0;event:org:resource@11289;False;-0.23862332731592364
Feature;100;0;event:org:resource@10889;False;-0.2585199471992313
Feature;100;0;event:org:resource@11019;False;-0.2585199471992313
Feature;100;0;event:concept:name@O_ACCEPTED;False;-0.2621600318263719
Feature;100;0;event:concept:name@A_REGISTERED;False;-0.2621600318263719
Feature;100;0;event:concept:name@A_APPROVED;False;-0.2621600318263719
Feature;100;0;event:concept:name@A_ACTIVATED;False;-0.2621600318263719
Feature;100;0;event:org:resource@10809;False;-0.2733397732042631
Feature;100;0;event:org:resource@11200;False;-0.2803858378392682
Feature;100;0;event:org:resource@10932;False;-0.2825970826302195
Feature;100;0;event:concept:name@O_SENT_BACK;False;-0.2862520875117302
Feature;100;0;event:concept:name@A_CANCELLED;False;-0.2890981020518306
Feature;100;0;event:org:resource@10863;False;-0.29559323255902975
Feature;100;0;event:org:resource@11302;False;-0.29719329422417434
Feature;100;0;event:org:resource@10881;False;-0.29719329422417434
Feature;100;0;event:org:resource@10899;False;-0.30100549514076436
Feature;100;0;event:concept:name@O_CANCELLED;False;-0.30118164371963513
Feature;100;0;event:org:resource@10910;False;-0.30707133368359757
Feature;100;0;event:org:resource@11202;False;-0.30789480347447123
Feature;100;0;event:org:resource@10929;False;-0.31620189130697857
Feature;100;0;event:concept:name@A_FINALIZED;False;-0.317617909580432
Feature;100;0;event:org:resource@11009;False;-0.31791350872239243
Feature;100;0;event:concept:name@A_ACCEPTED;False;-0.3195816569607349
Feature;100;0;event:org:resource@11002;False;-0.3203999654057678
Feature;100;0;event:org:resource@11203;False;-0.321898153229607
Feature;100;0;event:org:resource@11003;False;-0.32269155692819584
Feature;100;0;event:org:resource@10861;False;-0.32964997902185383
Feature;100;0;event:concept:name@A_DECLINED;False;-0.33118968837602675
Feature;100;0;event:concept:name@A_PREACCEPTED;False;-0.3327993588882372
Feature;100;0;event:org:resource@11049;False;-0.3334661619233167
Feature;100;0;event:org:resource@10939;False;-0.3361990888083155
Feature;100;0;event:org:resource@10982;False;-0.3367351856306826
Feature;100;0;event:org:resource@11180;False;-0.3368607684266076
Feature;100;0;event:concept:name@O_SENT;False;-0.35909361639239357
Feature;100;0;event:concept:name@O_SELECTED;False;-0.35909361639239357
Feature;100;0;event:concept:name@O_CREATED;False;-0.35909361639239357
Feature;100;0;event:org:resource@11189;False;-0.36174591893385905
Feature;100;0;event:org:resource@11169;False;-0.36220652329976677
Feature;100;0;event:org:resource@10909;False;-0.36239927053915355
Feature;100;0;event:org:resource@10972;False;-0.3662661235786188
Feature;100;0;event:org:resource@11259;False;-0.372208583839461
Feature;100;0;event:org:resource@11000;False;-0.37308730773659293
Feature;100;0;event:org:resource@10609;False;-0.37308730773659293
Feature;100;0;event:org:resource@11119;False;-0.3896298061672631
Feature;100;0;event:org:resource@11179;False;-0.39309160911898977
Feature;100;0;event:org:resource@10629;False;-0.3974973685499792
Feature;100;0;event:org:resource@11201;False;-0.408423949131457
Feature;100;0;event:org:resource@10913;False;-0.4145222671196995
Feature;100;0;event:org:resource@10138;False;-0.4159053759998444
Feature;100;0;event:org:resource@11122;False;-0.4299446183400112
Feature;100;0;event:org:resource@11181;False;-0.43942305545345506
Feature;100;0;event:concept:name@W_Afhandelen leads;False;-0.4410843961822324
Feature;100;0;event:concept:name@W_Valideren aanvraag;False;-0.4993215078778086
Feature;100;0;event:concept:name@W_Completeren aanvraag;False;-0.5106246227261637
Feature;100;0;event:concept:name@W_Nabellen incomplete dossiers;False;-0.5370105177109981
Feature;100;0;event:concept:name@W_Nabellen offertes;False;-0.563410165314845
Feature;100;1;trace:AMOUNT_REQ@100.0;True;0.15401681242646945
Feature;100;1;event:org:resource@112;True;0.1506795398198327
Feature;100;1;event:org:resource@10188;True;0.09084965610428748
Feature;100;1;trace:AMOUNT_REQ@8000.0;True;0.039902463557860236
Feature;100;1;trace:AMOUNT_REQ@7500.0;True;0.03042587055452852
Feature;100;1;trace:AMOUNT_REQ@22600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@20700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@20900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@18400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@69000.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@18100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@16600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@23900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@17200.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@8800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@4400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@10700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@10800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@13100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@27300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@37200.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@28800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@9100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@12600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@11700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@29700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@44000.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@22900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@32500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@26700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@5100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@29400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@2800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@9700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@38500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@22800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@37700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@32700.0;False;0.0
Feature;100;1;event:org:resource@10124;False;0.0
Feature;100;1;trace:AMOUNT_REQ@2300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@48500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@33500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@6300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@12300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@17400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@11600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@12900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@15600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@18800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@23200.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@16700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@35300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@35500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@21600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@19900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@14100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@1800.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@12400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@24500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@1300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@23500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@6600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@5300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@2700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@56000.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@16300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@1700.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@21100.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@7200.0;False;0.0
Feature;100;1;event:org:resource@11289;False;0.0
Feature;100;1;trace:AMOUNT_REQ@99900.0;False;0.0
Feature;100;1;event:org:resource@11269;False;0.0
Feature;100;1;trace:AMOUNT_REQ@26500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@8300.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@31600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@8600.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@40900.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@11400.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@64000.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@90000.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@30500.0;False;0.0
Feature;100;1;trace:AMOUNT_REQ@25800.0;False;0.0
