approach;sample_size;repetition;activity;prob
Random;300;4;Admission IC;0.07242990654205607
Random;300;4;ER Triage;0.0630841121495327
Random;300;4;Leucocytes;0.04906542056074766
Random;300;4;Release B;0.04205607476635514
Random;300;4;Release C;0.02102803738317757
Random;300;4;CRP;0.016355140186915886
Random;300;4;ER Registration;0.009345794392523364
Random;300;4;Release D;0.007009345794392523
Random;300;5;Admission NC;0.19788918205804748
Random;300;5;IV Antibiotics;0.17941952506596306
Random;300;5;LacticAcid;0.1345646437994723
Random;300;5;ER Sepsis Triage;0.10026385224274406
Random;300;5;Admission IC;0.0870712401055409
Random;300;5;IV Liquid;0.079155672823219
Random;300;5;Leucocytes;0.05804749340369393
Random;300;5;Release B;0.052770448548812667
Random;300;5;ER Triage;0.0395778364116095
Random;300;5;Release C;0.029023746701846966
Random;300;5;CRP;0.023746701846965697
Random;300;5;Release D;0.010554089709762533
Random;300;5;ER Registration;0.005277044854881266
Random;300;5;Release E;0.002638522427440633
Random;300;6;IV Antibiotics;0.18873239436619718
Random;300;6;Admission NC;0.18591549295774648
Random;300;6;LacticAcid;0.13802816901408452
Random;300;6;ER Sepsis Triage;0.11267605633802817
Random;300;6;IV Liquid;0.08732394366197183
Random;300;6;ER Triage;0.07323943661971831
Random;300;6;Admission IC;0.059154929577464786
Random;300;6;Release B;0.04788732394366197
Random;300;6;Leucocytes;0.04788732394366197
Random;300;6;Release C;0.022535211267605635
Random;300;6;CRP;0.022535211267605635
Random;300;6;Release D;0.011267605633802818
Random;300;6;Release E;0.0028169014084507044
Random;300;7;IV Antibiotics;0.17766497461928935
Random;300;7;Admission NC;0.17258883248730963
Random;300;7;LacticAcid;0.13959390862944163
Random;300;7;ER Sepsis Triage;0.10152284263959391
Random;300;7;IV Liquid;0.09898477157360407
Random;300;7;Admission IC;0.08883248730964467
Random;300;7;Leucocytes;0.06091370558375635
Random;300;7;ER Triage;0.0583756345177665
Random;300;7;Release B;0.04314720812182741
Random;300;7;CRP;0.02030456852791878
Random;300;7;Release C;0.02030456852791878
Random;300;7;Release D;0.01015228426395939
Random;300;7;Release E;0.007614213197969543
Random;300;8;Admission NC;0.21040189125295508
Random;300;8;IV Antibiotics;0.1773049645390071
Random;300;8;LacticAcid;0.1536643026004728
Random;300;8;ER Sepsis Triage;0.11347517730496454
Random;300;8;IV Liquid;0.08747044917257683
Random;300;8;Admission IC;0.07092198581560284
Random;300;8;Leucocytes;0.054373522458628844
Random;300;8;ER Triage;0.05200945626477541
Random;300;8;Release B;0.02127659574468085
Random;300;8;Release D;0.018912529550827423
Random;300;8;Release C;0.016548463356973995
Random;300;8;CRP;0.014184397163120567
Random;300;8;ER Registration;0.004728132387706856
Random;300;8;Release E;0.004728132387706856
Random;300;9;Admission NC;0.1930232558139535
Random;300;9;IV Antibiotics;0.17209302325581396
Random;300;9;LacticAcid;0.15813953488372093
Random;300;9;IV Liquid;0.08604651162790698
Random;300;9;Admission IC;0.08139534883720931
Random;300;9;ER Sepsis Triage;0.07906976744186046
Random;300;9;Leucocytes;0.07674418604651163
Random;300;9;ER Triage;0.06279069767441861
Random;300;9;Release B;0.030232558139534883
Random;300;9;CRP;0.02558139534883721
Random;300;9;Release D;0.018604651162790697
Random;300;9;Release E;0.0069767441860465115
Random;300;9;ER Registration;0.004651162790697674
Random;300;9;Release C;0.004651162790697674
Random;400;0;Admission NC;0.18007662835249041
Random;400;0;IV Antibiotics;0.16475095785440613
Random;400;0;LacticAcid;0.13218390804597702
Random;400;0;ER Sepsis Triage;0.12643678160919541
Random;400;0;IV Liquid;0.09386973180076628
Random;400;0;Admission IC;0.09003831417624521
Random;400;0;Leucocytes;0.05363984674329502
Random;400;0;ER Triage;0.04789272030651341
Random;400;0;Release B;0.034482758620689655
Random;400;0;Release C;0.02490421455938697
Random;400;0;CRP;0.022988505747126436
Random;400;0;Release D;0.019157088122605363
Random;400;0;Release E;0.009578544061302681
Random;400;1;Admission NC;0.17383512544802868
Random;400;1;IV Antibiotics;0.17025089605734767
Random;400;1;LacticAcid;0.14157706093189965
Random;400;1;IV Liquid;0.10752688172043011
Random;400;1;ER Sepsis Triage;0.0967741935483871
Random;400;1;Admission IC;0.08602150537634409
Random;400;1;Leucocytes;0.06451612903225806
Random;400;1;ER Triage;0.05555555555555555
Random;400;1;Release B;0.03942652329749104
Random;400;1;CRP;0.01971326164874552
Random;400;1;Release C;0.017921146953405017
Random;400;1;Release D;0.014336917562724014
Random;400;1;Release E;0.008960573476702509
Random;400;1;ER Registration;0.0035842293906810036
Random;400;2;Admission NC;0.19879518072289157
Random;400;2;IV Antibiotics;0.1746987951807229
Random;400;2;LacticAcid;0.12048192771084337
Random;400;2;ER Sepsis Triage;0.11847389558232932
Random;400;2;IV Liquid;0.10040160642570281
Random;400;2;Admission IC;0.07630522088353414
Random;400;2;ER Triage;0.06224899598393574
Random;400;2;Leucocytes;0.04618473895582329
Random;400;2;Release B;0.04618473895582329
Random;400;2;Release C;0.02208835341365462
Random;400;2;CRP;0.014056224899598393
Random;400;2;Release D;0.010040160642570281
Random;400;2;Release E;0.006024096385542169
Random;400;2;ER Registration;0.004016064257028112
Random;400;3;Admission NC;0.18148820326678766
Random;400;3;IV Antibiotics;0.16696914700544466
Random;400;3;LacticAcid;0.14156079854809436
Random;400;3;ER Sepsis Triage;0.10163339382940109
Random;400;3;Admission IC;0.09437386569872959
Random;400;3;IV Liquid;0.09074410163339383
Random;400;3;Leucocytes;0.06170598911070781
Random;400;3;ER Triage;0.06170598911070781
Random;400;3;Release B;0.039927404718693285
Random;400;3;CRP;0.023593466424682397
Random;400;3;Release C;0.021778584392014518
Random;400;3;Release D;0.007259528130671506
Random;400;3;ER Registration;0.003629764065335753
Random;400;3;Release E;0.003629764065335753
Random;400;4;Admission NC;0.19734345351043645
Random;400;4;IV Antibiotics;0.14990512333965844
Random;400;4;LacticAcid;0.12333965844402277
Random;400;4;ER Sepsis Triage;0.11005692599620494
Random;400;4;IV Liquid;0.1062618595825427
Random;400;4;Admission IC;0.09297912713472485
Random;400;4;Leucocytes;0.06072106261859583
Random;400;4;ER Triage;0.051233396584440226
Random;400;4;Release B;0.03225806451612903
Random;400;4;CRP;0.028462998102466792
Random;400;4;Release C;0.020872865275142316
Random;400;4;Release D;0.017077798861480076
Random;400;4;Release E;0.0056925996204933585
Random;400;4;ER Registration;0.003795066413662239
Random;400;5;Admission NC;0.1813285457809695
Random;400;5;IV Antibiotics;0.1813285457809695
Random;400;5;LacticAcid;0.15080789946140036
Random;400;5;ER Sepsis Triage;0.11131059245960502
Random;400;5;IV Liquid;0.09156193895870736
Random;400;5;ER Triage;0.06822262118491922
Random;400;5;Admission IC;0.06642728904847396
Random;400;5;Leucocytes;0.05385996409335727
Random;400;5;Release B;0.03590664272890485
Random;400;5;CRP;0.02154398563734291
Random;400;5;Release C;0.01615798922800718
Random;400;5;Release D;0.01615798922800718
Random;400;5;Release E;0.005385996409335727
Random;400;6;Admission NC;0.19642857142857142
Random;400;6;IV Antibiotics;0.18055555555555555
Random;400;6;LacticAcid;0.14087301587301587
Random;400;6;ER Sepsis Triage;0.10912698412698413
Random;400;6;IV Liquid;0.08531746031746032
Random;400;6;Leucocytes;0.06547619047619048
Random;400;6;Admission IC;0.06547619047619048
Random;400;6;ER Triage;0.0496031746031746
Random;400;6;Release B;0.04365079365079365
Random;400;6;CRP;0.027777777777777776
Random;400;6;Release C;0.01984126984126984
Random;400;6;Release D;0.007936507936507936
Random;400;6;ER Registration;0.003968253968253968
Random;400;6;Release E;0.003968253968253968
Random;400;7;Admission NC;0.1894934333958724
Random;400;7;IV Antibiotics;0.1726078799249531
Random;400;7;LacticAcid;0.13133208255159476
Random;400;7;ER Sepsis Triage;0.1125703564727955
Random;400;7;IV Liquid;0.10131332082551595
Random;400;7;Admission IC;0.08818011257035648
Random;400;7;ER Triage;0.054409005628517824
Random;400;7;Leucocytes;0.04690431519699812
Random;400;7;Release B;0.043151969981238276
Random;400;7;Release C;0.0225140712945591
Random;400;7;CRP;0.01876172607879925
Random;400;7;Release D;0.01125703564727955
Random;400;7;Release E;0.0075046904315197
Random;400;8;Admission NC;0.19736842105263158
Random;400;8;IV Antibiotics;0.16353383458646617
Random;400;8;LacticAcid;0.13909774436090225
Random;400;8;ER Sepsis Triage;0.12030075187969924
Random;400;8;Admission IC;0.09398496240601503
Random;400;8;IV Liquid;0.08834586466165413
Random;400;8;ER Triage;0.06015037593984962
Random;400;8;Release B;0.046992481203007516
Random;400;8;Leucocytes;0.039473684210526314
Random;400;8;CRP;0.016917293233082706
Random;400;8;Release C;0.015037593984962405
Random;400;8;Release D;0.011278195488721804
Random;400;8;Release E;0.007518796992481203
Random;400;9;Admission NC;0.20733944954128442
Random;400;9;IV Antibiotics;0.1596330275229358
Random;400;9;LacticAcid;0.13394495412844037
Random;400;9;ER Sepsis Triage;0.12477064220183487
Random;400;9;IV Liquid;0.10091743119266056
Random;400;9;Admission IC;0.07339449541284404
Random;400;9;Leucocytes;0.05504587155963303
Random;400;9;ER Triage;0.05137614678899083
Random;400;9;Release B;0.03486238532110092
Random;400;9;CRP;0.02018348623853211
Random;400;9;Release D;0.01651376146788991
Random;400;9;Release C;0.01651376146788991
Random;400;9;Release E;0.005504587155963303
Random;500;0;Admission NC;0.2005813953488372
Random;500;0;IV Antibiotics;0.17732558139534885
Random;500;0;LacticAcid;0.14534883720930233
Random;500;0;ER Sepsis Triage;0.10610465116279069
Random;500;0;Admission IC;0.08575581395348837
Random;500;0;IV Liquid;0.0755813953488372
Random;500;0;Leucocytes;0.05813953488372093
Random;500;0;ER Triage;0.04796511627906977
Random;500;0;Release B;0.040697674418604654
Random;500;0;Release C;0.023255813953488372
Random;500;0;CRP;0.01744186046511628
Random;500;0;Release D;0.015988372093023256
Random;500;0;ER Registration;0.0029069767441860465
Random;500;0;Release E;0.0029069767441860465
Random;500;1;Admission NC;0.18664643399089528
Random;500;1;IV Antibiotics;0.18057663125948406
Random;500;1;LacticAcid;0.1471927162367223
Random;500;1;ER Sepsis Triage;0.11229135053110774
Random;500;1;IV Liquid;0.08801213960546282
Random;500;1;Admission IC;0.08649468892261002
Random;500;1;Leucocytes;0.054628224582701064
Random;500;1;ER Triage;0.042488619119878605
Random;500;1;Release B;0.03945371775417299
Random;500;1;Release C;0.021244309559939303
Random;500;1;Release D;0.021244309559939303
Random;500;1;CRP;0.01669195751138088
Random;500;1;Release E;0.0030349013657056147
Random;500;2;IV Antibiotics;0.1744186046511628
Random;500;2;Admission NC;0.1744186046511628
Random;500;2;LacticAcid;0.13517441860465115
Random;500;2;ER Sepsis Triage;0.11482558139534883
Random;500;2;IV Liquid;0.09302325581395349
Random;500;2;Admission IC;0.07703488372093023
Random;500;2;Leucocytes;0.06686046511627906
Random;500;2;ER Triage;0.061046511627906974
Random;500;2;Release B;0.036337209302325583
Random;500;2;CRP;0.02180232558139535
Random;500;2;Release D;0.02180232558139535
Random;500;2;Release C;0.01744186046511628
Random;500;2;ER Registration;0.0029069767441860465
Random;500;2;Release E;0.0029069767441860465
Random;500;3;Admission NC;0.18461538461538463
Random;500;3;IV Antibiotics;0.18307692307692308
Random;500;3;LacticAcid;0.12461538461538461
Random;500;3;ER Sepsis Triage;0.11538461538461539
Random;500;3;IV Liquid;0.09230769230769231
Random;500;3;Admission IC;0.08
Random;500;3;ER Triage;0.06461538461538462
Random;500;3;Leucocytes;0.052307692307692305
Random;500;3;Release B;0.04153846153846154
Random;500;3;CRP;0.02
Random;500;3;Release C;0.016923076923076923
Random;500;3;Release D;0.015384615384615385
Random;500;3;Release E;0.006153846153846154
Random;500;3;ER Registration;0.003076923076923077
Random;500;4;Admission NC;0.19133034379671152
Random;500;4;IV Antibiotics;0.17488789237668162
Random;500;4;LacticAcid;0.14499252615844543
Random;500;4;ER Sepsis Triage;0.10612855007473841
Random;500;4;IV Liquid;0.09417040358744394
Random;500;4;Admission IC;0.06726457399103139
Random;500;4;ER Triage;0.061285500747384154
Random;500;4;Leucocytes;0.053811659192825115
Random;500;4;Release B;0.03886397608370702
Random;500;4;Release C;0.02391629297458894
Random;500;4;CRP;0.02092675635276532
Random;500;4;Release D;0.014947683109118086
Random;500;4;Release E;0.004484304932735426
Random;500;4;ER Registration;0.0029895366218236174
Random;500;5;Admission NC;0.1861198738170347
Random;500;5;IV Antibiotics;0.1608832807570978
Random;500;5;LacticAcid;0.138801261829653
Random;500;5;ER Sepsis Triage;0.12933753943217666
Random;500;5;IV Liquid;0.0914826498422713
Random;500;5;Admission IC;0.07570977917981073
Random;500;5;Leucocytes;0.061514195583596214
Random;500;5;ER Triage;0.05362776025236593
Random;500;5;Release B;0.03943217665615142
Random;500;5;CRP;0.022082018927444796
Random;500;5;Release C;0.022082018927444796
Random;500;5;Release D;0.014195583596214511
Random;500;5;Release E;0.00473186119873817
Random;500;6;Admission NC;0.19431988041853512
Random;500;6;IV Antibiotics;0.16292974588938713
Random;500;6;LacticAcid;0.14349775784753363
Random;500;6;ER Sepsis Triage;0.11808669656203288
Random;500;6;IV Liquid;0.09566517189835576
Random;500;6;Admission IC;0.08370702541106129
Random;500;6;ER Triage;0.052316890881913304
Random;500;6;Leucocytes;0.05082212257100149
Random;500;6;Release B;0.04035874439461883
Random;500;6;CRP;0.017937219730941704
Random;500;6;Release C;0.016442451420029897
Random;500;6;Release D;0.014947683109118086
Random;500;6;Release E;0.005979073243647235
Random;500;6;ER Registration;0.0029895366218236174
Random;500;7;Admission NC;0.1902654867256637
Random;500;7;IV Antibiotics;0.17404129793510326
Random;500;7;LacticAcid;0.12979351032448377
Random;500;7;ER Sepsis Triage;0.10914454277286136
Random;500;7;Admission IC;0.084070796460177
Random;500;7;IV Liquid;0.0752212389380531
Random;500;7;Leucocytes;0.07227138643067847
Random;500;7;Release B;0.0471976401179941
Random;500;7;ER Triage;0.04129793510324484
Random;500;7;CRP;0.028023598820058997
Random;500;7;Release C;0.02359882005899705
Random;500;7;Release D;0.02064896755162242
Random;500;7;Release E;0.004424778761061947
Random;500;8;Admission NC;0.190625
Random;500;8;IV Antibiotics;0.1671875
Random;500;8;LacticAcid;0.1421875
