approach;sample_size;repetition;feature;informative;correlation
Feature;100;0;event:CRP@298.0;False;0.0
Feature;100;0;event:CRP@236.0;False;0.0
Feature;100;0;event:CRP@224.0;False;0.0
Feature;100;0;event:CRP@252.0;False;0.0
Feature;100;0;event:Diagnose@VB;False;0.0
Feature;100;0;event:Diagnose@TB;False;0.0
Feature;100;0;event:CRP@268.0;False;0.0
Feature;100;0;event:Diagnose@SB;False;0.0
Feature;100;0;event:Diagnose@RB;False;0.0
Feature;100;0;event:CRP@241.0;False;0.0
Feature;100;0;event:CRP@92.0;False;0.0
Feature;100;0;event:CRP@303.0;False;0.0
Feature;100;0;event:Leucocytes@122.0;False;0.0
Feature;100;0;event:CRP@250.0;False;0.0
Feature;100;0;event:CRP@96.0;False;0.0
Feature;100;0;event:CRP@276.0;False;0.0
Feature;100;0;event:CRP@257.0;False;0.0
Feature;100;0;event:CRP@278.0;False;0.0
Feature;100;0;event:CRP@232.0;False;0.0
Feature;100;0;event:CRP@160.0;False;0.0
Feature;100;0;event:Diagnose@GB;False;0.0
Feature;100;0;event:CRP@168.0;False;0.0
Feature;100;0;event:CRP@322.0;False;0.0
Feature;100;0;event:CRP@183.0;False;0.0
Feature;100;0;event:CRP@321.0;False;0.0
Feature;100;0;event:CRP@317.0;False;0.0
Feature;100;0;event:CRP@172.0;False;0.0
Feature;100;0;event:Diagnose@EB;False;0.0
Feature;100;0;event:CRP@132.0;False;0.0
Feature;100;0;event:CRP@217.0;False;0.0
Feature;100;0;event:CRP@173.0;False;0.0
Feature;100;0;event:CRP@301.0;False;0.0
Feature;100;0;event:CRP@306.0;False;0.0
Feature;100;0;event:CRP@200.0;False;0.0
Feature;100;0;event:CRP@215.0;False;0.0
Feature;100;0;event:CRP@251.0;False;0.0
Feature;100;0;event:Diagnose@AB;False;0.0
Feature;100;0;event:CRP@141.0;False;0.0
Feature;100;0;event:Leucocytes@42.0;False;0.0
Feature;100;0;event:Leucocytes@41.0;False;0.0
Feature;100;0;event:CRP@101.0;False;0.0
Feature;100;0;event:Diagnose@ZA;False;0.0
Feature;100;0;event:CRP@86.0;False;0.0
Feature;100;0;event:CRP@53.0;False;0.0
Feature;100;0;event:Diagnose@YA;False;0.0
Feature;100;0;event:CRP@181.0;False;0.0
Feature;100;0;event:Diagnose@XA;False;0.0
Feature;100;0;event:LacticAcid@14.0;False;0.0
Feature;100;0;event:Leucocytes@40.0;False;0.0
Feature;100;0;event:CRP@179.0;False;0.0
Feature;100;0;event:Diagnose@WA;False;0.0
Feature;100;0;event:Diagnose@VA;False;0.0
Feature;100;0;event:Diagnose@UA;False;0.0
Feature;100;0;event:CRP@115.0;False;0.0
Feature;100;0;event:CRP@384.0;False;0.0
Feature;100;0;event:CRP@279.0;False;0.0
Feature;100;0;event:CRP@231.0;False;0.0
Feature;100;0;event:CRP@273.0;False;0.0
Feature;100;0;event:CRP@261.0;False;0.0
Feature;100;0;event:CRP@105.0;False;0.0
Feature;100;0;event:CRP@99.0;False;0.0
Feature;100;0;event:CRP@161.0;False;0.0
Feature;100;0;event:CRP@134.0;False;0.0
Feature;100;0;event:Leucocytes@46.0;False;0.0
Feature;100;0;event:CRP@95.0;False;0.0
Feature;100;0;event:Diagnose@MA;False;0.0
Feature;100;0;event:Diagnose@LA;False;0.0
Feature;100;0;event:CRP@56.0;False;0.0
Feature;100;0;event:CRP@287.0;False;0.0
Feature;100;0;event:CRP@249.0;False;0.0
Feature;100;0;event:CRP@222.0;False;0.0
Feature;100;0;event:CRP@209.0;False;0.0
Feature;100;0;event:CRP@180.0;False;0.0
Feature;100;0;event:CRP@131.0;False;0.0
Feature;100;0;event:Leucocytes@44.0;False;0.0
Feature;100;0;event:CRP@248.0;False;0.0
Feature;100;0;event:CRP@225.0;False;0.0
Feature;100;0;event:CRP@170.0;False;0.0
Feature;100;0;event:Diagnose@KA;False;0.0
Feature;100;0;event:CRP@195.0;False;0.0
Feature;100;0;event:CRP@280.0;False;0.0
Feature;100;0;event:CRP@148.0;False;0.0
Feature;100;0;event:CRP@147.0;False;0.0
Feature;100;0;event:CRP@57.0;False;0.0
Feature;100;0;event:Diagnose@HA;False;0.0
Feature;100;0;event:CRP@46.0;False;0.0
Feature;100;0;event:CRP@289.0;False;0.0
Feature;100;0;event:CRP@187.0;False;0.0
Feature;100;0;event:Leucocytes@35.0;False;0.0
Feature;100;0;event:Leucocytes@32.0;False;0.0
Feature;100;0;event:Leucocytes@29.0;False;0.0
Feature;100;0;event:CRP@256.0;False;0.0
Feature;100;0;event:CRP@211.0;False;0.0
Feature;100;0;event:CRP@197.0;False;0.0
Feature;100;0;event:CRP@320.0;False;0.0
Feature;100;0;event:CRP@35.0;False;0.0
Feature;100;0;event:CRP@146.0;False;0.0
Feature;100;0;event:CRP@73.0;False;0.0
Feature;100;0;event:CRP@233.0;False;0.0
Feature;100;0;event:CRP@210.0;False;0.0
Feature;100;0;event:CRP@124.0;False;0.0
Feature;100;0;event:Diagnose@EA;False;0.0
Feature;100;0;event:CRP@415.0;False;0.0
Feature;100;0;event:LacticAcid@7.0;False;0.0
Feature;100;0;event:CRP@247.0;False;0.0
Feature;100;0;event:CRP@198.0;False;0.0
Feature;100;0;event:CRP@283.0;False;0.0
Feature;100;0;event:CRP@218.0;False;0.0
Feature;100;0;event:CRP@108.0;False;0.0
Feature;100;0;event:CRP@262.0;False;0.0
Feature;100;0;event:Leucocytes@33.0;False;0.0
Feature;100;0;event:Leucocytes@28.0;False;0.0
Feature;100;0;event:CRP@145.0;False;0.0
Feature;100;0;event:Leucocytes@38.0;False;0.0
Feature;100;0;event:LacticAcid@5.0;False;0.0
Feature;100;0;event:CRP@34.0;False;0.0
Feature;100;0;event:CRP@52.0;False;0.0
Feature;100;0;event:Diagnose@BA;False;0.0
Feature;100;0;event:CRP@60.0;False;0.0
Feature;100;0;event:Diagnose@AA;False;0.0
Feature;100;0;event:CRP@178.0;False;0.0
Feature;100;0;event:LacticAcid@8.0;False;0.0
Feature;100;0;event:CRP@335.0;False;0.0
Feature;100;0;event:CRP@97.0;False;0.0
Feature;100;0;event:CRP@255.0;False;0.0
Feature;100;0;event:Diagnose@Y;False;0.0
Feature;100;0;event:CRP@91.0;False;0.0
Feature;100;0;event:CRP@201.0;False;0.0
Feature;100;0;event:CRP@263.0;False;0.0
Feature;100;0;event:CRP@139.0;False;0.0
Feature;100;0;event:CRP@65.0;False;0.0
Feature;100;0;event:CRP@208.0;False;0.0
Feature;100;0;event:CRP@343.0;False;0.0
Feature;100;0;event:CRP@319.0;False;0.0
Feature;100;0;event:CRP@243.0;False;0.0
Feature;100;0;event:CRP@155.0;False;0.0
Feature;100;0;event:Leucocytes@1.0;False;0.0
Feature;100;0;event:Leucocytes@0.0;False;0.0
Feature;100;0;event:Diagnose@U;False;0.0
Feature;100;0;event:CRP@54.0;False;0.0
Feature;100;0;event:CRP@237.0;False;0.0
Feature;100;0;event:CRP@76.0;False;0.0
Feature;100;0;event:CRP@149.0;False;0.0
Feature;100;0;event:CRP@140.0;False;0.0
Feature;100;0;event:CRP@230.0;False;0.0
Feature;100;0;event:CRP@282.0;False;0.0
Feature;100;0;event:CRP@223.0;False;0.0
Feature;100;0;event:CRP@213.0;False;0.0
Feature;100;0;event:CRP@207.0;False;0.0
Feature;100;0;event:CRP@156.0;False;0.0
Feature;100;0;event:CRP@74.0;False;0.0
Feature;100;0;event:Diagnose@P;False;0.0
Feature;100;0;event:CRP@216.0;False;0.0
Feature;100;0;event:Leucocytes@36.0;False;0.0
Feature;100;0;event:CRP@87.0;False;0.0
Feature;100;0;event:Diagnose@N;False;0.0
Feature;100;0;event:CRP@110.0;False;0.0
Feature;100;0;event:CRP@133.0;False;0.0
Feature;100;0;event:CRP@350.0;False;0.0
Feature;100;0;event:CRP@166.0;False;0.0
Feature;100;0;event:Leucocytes@2.0;False;0.0
Feature;100;0;event:CRP@136.0;False;0.0
Feature;100;0;event:LacticAcid@6.0;False;0.0
Feature;100;0;event:CRP@292.0;False;0.0
Feature;100;0;event:CRP@205.0;False;0.0
Feature;100;0;event:CRP@332.0;False;0.0
Feature;100;0;event:Diagnose@K;False;0.0
Feature;100;0;event:org:group@N;False;0.0
Feature;100;0;event:CRP@103.0;False;0.0
Feature;100;0;event:Diagnose@J;False;0.0
Feature;100;0;event:CRP@43.0;False;0.0
Feature;100;0;event:CRP@14.0;False;0.0
Feature;100;0;event:CRP@144.0;False;0.0
Feature;100;0;event:CRP@111.0;False;0.0
Feature;100;0;event:Diagnose@F;False;0.0
Feature;100;0;event:Age@50.0;False;0.0
Feature;100;0;event:CRP@265.0;False;0.0
Feature;100;0;event:CRP@171.0;False;0.0
Feature;100;0;event:Diagnose@D;False;0.0
Feature;100;0;event:CRP@27.0;False;0.0
Feature;100;0;event:org:group@C;False;0.0
Feature;100;0;event:Diagnose@A;False;0.0
Feature;100;0;event:concept:name@ER Triage;False;0.0
Feature;100;0;event:concept:name@ER Sepsis Triage;False;0.0
Feature;100;0;event:concept:name@ER Registration;False;0.0
Feature;100;0;event:SIRSCritLeucos@False;False;-0.0025821180065997503
Feature;100;0;event:DiagnosticSputum@False;False;-0.0025821180065997503
Feature;100;0;event:DiagnosticLiquor@False;False;-0.0025821180065997503
Feature;100;0;event:Oligurie@False;False;-0.004945503060123848
Feature;100;0;event:Hypoxie@False;False;-0.00709327329415643
Feature;100;0;event:Hypotensie@False;False;-0.010752924985401965
Feature;100;0;event:DiagnosticOther@False;False;-0.011676011214954271
Feature;100;0;event:DisfuncOrg@False;False;-0.012269553823333808
Feature;100;0;event:DiagnosticArtAstrup@False;False;-0.01959215660924976
Feature;100;0;event:DiagnosticUrinarySediment@False;False;-0.02534014163207201
Feature;100;0;event:DiagnosticUrinaryCulture@False;False;-0.02726003209218079
Feature;100;0;event:CRP@19.0;False;-0.039902463557860236
Feature;100;0;event:CRP@79.0;False;-0.039902463557860236
Feature;100;0;event:Age@80.0;False;-0.04130309354163657
Feature;100;0;event:Leucocytes@UNDEFINED;False;-0.04585341369219028
Feature;100;0;event:CRP@UNDEFINED;False;-0.04855306755566979
Feature;100;0;event:LacticAcid@UNDEFINED;False;-0.04972758945142293
Feature;100;0;event:Age@55.0;False;-0.055114799947997735
Feature;100;0;event:Diagnose@UNDEFINED;False;-0.05693404270388527
Feature;100;0;event:Age@75.0;False;-0.0585840696170549
Feature;100;0;event:Age@60.0;False;-0.06587493947721586
Feature;100;0;event:Age@35.0;False;-0.06858514697280048
Feature;100;0;event:Diagnose@G;False;-0.06858514697280048
Feature;100;0;event:CRP@342.0;False;-0.07018274852098412
Feature;100;0;event:CRP@349.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@RC;False;-0.07018274852098412
Feature;100;0;event:Diagnose@LC;False;-0.07018274852098412
Feature;100;0;event:Diagnose@JC;False;-0.07018274852098412
Feature;100;0;event:Diagnose@AC;False;-0.07018274852098412
Feature;100;0;event:Diagnose@ZB;False;-0.07018274852098412
Feature;100;0;event:CRP@307.0;False;-0.07018274852098412
Feature;100;0;event:CRP@258.0;False;-0.07018274852098412
Feature;100;0;event:CRP@167.0;False;-0.07018274852098412
Feature;100;0;event:CRP@291.0;False;-0.07018274852098412
Feature;100;0;event:CRP@235.0;False;-0.07018274852098412
Feature;100;0;event:CRP@220.0;False;-0.07018274852098412
Feature;100;0;event:CRP@212.0;False;-0.07018274852098412
Feature;100;0;event:CRP@204.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@LB;False;-0.07018274852098412
Feature;100;0;event:CRP@202.0;False;-0.07018274852098412
Feature;100;0;event:CRP@104.0;False;-0.07018274852098412
Feature;100;0;event:DiagnosticLiquor@True;False;-0.07018274852098412
Feature;100;0;event:CRP@254.0;False;-0.07018274852098412
Feature;100;0;event:CRP@129.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@BB;False;-0.07018274852098412
Feature;100;0;event:CRP@164.0;False;-0.07018274852098412
Feature;100;0;event:CRP@331.0;False;-0.07018274852098412
Feature;100;0;event:CRP@90.0;False;-0.07018274852098412
Feature;100;0;event:CRP@314.0;False;-0.07018274852098412
Feature;100;0;event:CRP@275.0;False;-0.07018274852098412
Feature;100;0;event:CRP@191.0;False;-0.07018274852098412
Feature;100;0;event:Leucocytes@34.0;False;-0.07018274852098412
Feature;100;0;event:CRP@325.0;False;-0.07018274852098412
Feature;100;0;event:CRP@271.0;False;-0.07018274852098412
Feature;100;0;event:CRP@234.0;False;-0.07018274852098412
Feature;100;0;event:CRP@194.0;False;-0.07018274852098412
Feature;100;0;event:CRP@370.0;False;-0.07018274852098412
Feature;100;0;event:CRP@159.0;False;-0.07018274852098412
Feature;100;0;event:CRP@114.0;False;-0.07018274852098412
Feature;100;0;event:CRP@154.0;False;-0.07018274852098412
Feature;100;0;event:CRP@137.0;False;-0.07018274852098412
Feature;100;0;event:CRP@143.0;False;-0.07018274852098412
Feature;100;0;event:CRP@245.0;False;-0.07018274852098412
Feature;100;0;event:CRP@118.0;False;-0.07018274852098412
Feature;100;0;event:CRP@190.0;False;-0.07018274852098412
Feature;100;0;event:CRP@113.0;False;-0.07018274852098412
Feature;100;0;event:CRP@18.0;False;-0.07018274852098412
Feature;100;0;event:CRP@138.0;False;-0.07018274852098412
Feature;100;0;event:CRP@299.0;False;-0.07018274852098412
Feature;100;0;event:CRP@89.0;False;-0.07018274852098412
Feature;100;0;event:CRP@142.0;False;-0.07018274852098412
Feature;100;0;event:CRP@165.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@GA;False;-0.07018274852098412
Feature;100;0;event:Diagnose@FA;False;-0.07018274852098412
Feature;100;0;event:Leucocytes@30.0;False;-0.07018274852098412
Feature;100;0;event:CRP@312.0;False;-0.07018274852098412
Feature;100;0;event:CRP@61.0;False;-0.07018274852098412
Feature;100;0;event:CRP@50.0;False;-0.07018274852098412
Feature;100;0;event:CRP@318.0;False;-0.07018274852098412
Feature;100;0;event:CRP@315.0;False;-0.07018274852098412
Feature;100;0;event:CRP@126.0;False;-0.07018274852098412
Feature;100;0;event:CRP@239.0;False;-0.07018274852098412
Feature;100;0;event:CRP@175.0;False;-0.07018274852098412
Feature;100;0;event:CRP@44.0;False;-0.07018274852098412
Feature;100;0;event:CRP@185.0;False;-0.07018274852098412
Feature;100;0;event:CRP@117.0;False;-0.07018274852098412
Feature;100;0;event:CRP@116.0;False;-0.07018274852098412
Feature;100;0;event:org:group@U;False;-0.07018274852098412
Feature;100;0;event:LacticAcid@9.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@CA;False;-0.07018274852098412
Feature;100;0;event:Leucocytes@27.0;False;-0.07018274852098412
Feature;100;0;event:CRP@128.0;False;-0.07018274852098412
Feature;100;0;event:CRP@182.0;False;-0.07018274852098412
Feature;100;0;event:CRP@125.0;False;-0.07018274852098412
Feature;100;0;event:CRP@70.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@Z;False;-0.07018274852098412
Feature;100;0;event:Diagnose@W;False;-0.07018274852098412
Feature;100;0;event:CRP@94.0;False;-0.07018274852098412
Feature;100;0;event:CRP@88.0;False;-0.07018274852098412
Feature;100;0;event:CRP@130.0;False;-0.07018274852098412
Feature;100;0;event:CRP@259.0;False;-0.07018274852098412
Feature;100;0;event:CRP@294.0;False;-0.07018274852098412
Feature;100;0;event:CRP@177.0;False;-0.07018274852098412
Feature;100;0;event:CRP@157.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@T;False;-0.07018274852098412
Feature;100;0;event:CRP@80.0;False;-0.07018274852098412
Feature;100;0;event:CRP@219.0;False;-0.07018274852098412
Feature;100;0;event:CRP@169.0;False;-0.07018274852098412
Feature;100;0;event:CRP@93.0;False;-0.07018274852098412
Feature;100;0;event:CRP@214.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@R;False;-0.07018274852098412
Feature;100;0;event:CRP@112.0;False;-0.07018274852098412
Feature;100;0;event:CRP@100.0;False;-0.07018274852098412
Feature;100;0;event:CRP@59.0;False;-0.07018274852098412
Feature;100;0;event:CRP@127.0;False;-0.07018274852098412
Feature;100;0;event:SIRSCritLeucos@True;False;-0.07018274852098412
Feature;100;0;event:CRP@33.0;False;-0.07018274852098412
Feature;100;0;event:concept:name@Release C;False;-0.07018274852098412
Feature;100;0;event:CRP@23.0;False;-0.07018274852098412
Feature;100;0;event:CRP@71.0;False;-0.07018274852098412
Feature;100;0;event:CRP@68.0;False;-0.07018274852098412
Feature;100;0;event:Diagnose@M;False;-0.07018274852098412
Feature;100;0;event:CRP@228.0;False;-0.07018274852098412
Feature;100;0;event:CRP@121.0;False;-0.07018274852098412
Feature;100;0;event:CRP@107.0;False;-0.07018274852098412
Feature;100;0;event:Leucocytes@26.0;False;-0.07018274852098412
Feature;100;0;event:CRP@242.0;False;-0.07018274852098412
Feature;100;0;event:CRP@151.0;False;-0.07018274852098412
Feature;100;0;event:CRP@85.0;False;-0.07018274852098412
Feature;100;0;event:CRP@67.0;False;-0.07018274852098412
Feature;100;0;event:org:group@K;False;-0.07018274852098412
Feature;100;0;event:CRP@135.0;False;-0.07018274852098412
Feature;100;0;event:CRP@49.0;False;-0.07018274852098412
Feature;100;0;event:CRP@186.0;False;-0.07018274852098412
Feature;100;0;event:DiagnosticSputum@True;False;-0.07018274852098412
Feature;100;0;event:CRP@240.0;False;-0.07018274852098412
Feature;100;0;event:CRP@226.0;False;-0.07018274852098412
Feature;100;0;event:CRP@6.0;False;-0.07018274852098412
Feature;100;0;event:org:group@A;False;-0.08165198356507784
Feature;100;0;event:CRP@20.0;False;-0.09131414828534844
Feature;100;0;event:Age@85.0;False;-0.09771839251441371
Feature;100;0;event:Diagnose@IC;False;-0.09851341054817478
Feature;100;0;event:CRP@45.0;False;-0.09851341054817478
Feature;100;0;event:Diagnose@OB;False;-0.09851341054817478
Feature;100;0;event:CRP@206.0;False;-0.09851341054817478
Feature;100;0;event:CRP@158.0;False;-0.09851341054817478
Feature;100;0;event:CRP@162.0;False;-0.09851341054817478
Feature;100;0;event:CRP@122.0;False;-0.09851341054817478
Feature;100;0;event:CRP@281.0;False;-0.09851341054817478
Feature;100;0;event:CRP@24.0;False;-0.09851341054817478
Feature;100;0;event:CRP@106.0;False;-0.09851341054817478
Feature;100;0;event:CRP@37.0;False;-0.09851341054817478
Feature;100;0;event:CRP@62.0;False;-0.09851341054817478
Feature;100;0;event:CRP@83.0;False;-0.09851341054817478
Feature;100;0;event:CRP@40.0;False;-0.09851341054817478
Feature;100;0;event:CRP@196.0;False;-0.09851341054817478
Feature;100;0;event:CRP@188.0;False;-0.09851341054817478
Feature;100;0;event:CRP@176.0;False;-0.09851341054817478
Feature;100;0;event:CRP@174.0;False;-0.09851341054817478
Feature;100;0;event:CRP@98.0;False;-0.09851341054817478
Feature;100;0;event:CRP@26.0;False;-0.09851341054817478
Feature;100;0;event:CRP@31.0;False;-0.09851341054817478
Feature;100;0;event:CRP@42.0;False;-0.09851341054817478
Feature;100;0;event:CRP@150.0;False;-0.09851341054817478
Feature;100;0;event:CRP@32.0;False;-0.09851341054817478
Feature;100;0;event:CRP@30.0;False;-0.09851341054817478
Feature;100;0;event:CRP@55.0;False;-0.09851341054817478
Feature;100;0;event:CRP@38.0;False;-0.09851341054817478
Feature;100;0;event:CRP@39.0;False;-0.09851341054817478
Feature;100;0;event:CRP@48.0;False;-0.09851341054817478
Feature;100;0;event:CRP@69.0;False;-0.09851341054817478
Feature;100;0;event:CRP@5.0;False;-0.09851341054817478
Feature;100;0;event:concept:name@Release D;False;-0.09851341054817478
Feature;100;0;event:Oligurie@True;False;-0.09851341054817478
Feature;100;0;event:CRP@64.0;False;-0.09851341054817478
Feature;100;0;event:org:group@S;False;-0.09851341054817478
Feature;100;0;event:CRP@28.0;False;-0.09851341054817478
Feature;100;0;event:CRP@25.0;False;-0.09851341054817478
Feature;100;0;event:org:group@Q;False;-0.09851341054817478
Feature;100;0;event:CRP@102.0;False;-0.09851341054817478
Feature;100;0;event:CRP@82.0;False;-0.09851341054817478
Feature;100;0;event:org:group@J;False;-0.09851341054817478
Feature;100;0;event:CRP@78.0;False;-0.09851341054817478
Feature;100;0;event:CRP@77.0;False;-0.09851341054817478
Feature;100;0;event:Leucocytes@24.0;False;-0.09851341054817478
Feature;100;0;event:CRP@163.0;False;-0.0987656601815462
Feature;100;0;event:CRP@184.0;False;-0.0987656601815462
Feature;100;0;event:CRP@58.0;False;-0.0987656601815462
Feature;100;0;event:Diagnose@C;False;-0.11029582375291316
Feature;100;0;event:Leucocytes@21.0;False;-0.11089947955131822
Feature;100;0;event:CRP@41.0;False;-0.11149462632138112
Feature;100;0;event:CRP@72.0;False;-0.11975530717331756
Feature;100;0;event:CRP@189.0;False;-0.11975530717331756
Feature;100;0;event:CRP@36.0;False;-0.11975530717331756
Feature;100;0;event:CRP@152.0;False;-0.11975530717331756
Feature;100;0;event:org:group@V;False;-0.11975530717331756
Feature;100;0;event:CRP@7.0;False;-0.11975530717331756
Feature;100;0;event:CRP@119.0;False;-0.11975530717331756
Feature;100;0;event:Diagnose@S;False;-0.11975530717331756
Feature;100;0;event:CRP@10.0;False;-0.11975530717331756
Feature;100;0;event:Hypoxie@True;False;-0.11975530717331756
Feature;100;0;event:CRP@17.0;False;-0.11975530717331756
Feature;100;0;event:Age@65.0;False;-0.11975530717331756
Feature;100;0;event:CRP@153.0;False;-0.11975530717331756
Feature;100;0;event:CRP@66.0;False;-0.11975530717331756
Feature;100;0;event:Diagnose@H;False;-0.11975530717331756
Feature;100;0;event:CRP@81.0;False;-0.11975530717331756
Feature;100;0;event:CRP@9.0;False;-0.11975530717331756
Feature;100;0;event:CRP@47.0;False;-0.11975530717331756
Feature;100;0;event:CRP@109.0;False;-0.11975530717331756
Feature;100;0;event:CRP@123.0;False;-0.12006666776115195
Feature;100;0;event:Leucocytes@25.0;False;-0.12006666776115195
Feature;100;0;event:CRP@16.0;False;-0.12006666776115195
Feature;100;0;event:CRP@51.0;False;-0.12006666776115195
Feature;100;0;event:LacticAcid@4.0;False;-0.12006666776115195
Feature;100;0;event:CRP@63.0;False;-0.12037410583231756
Feature;100;0;event:Age@70.0;False;-0.12666855789747036
Feature;100;0;event:org:group@T;False;-0.12792974572678317
Feature;100;0;event:CRP@29.0;False;-0.13725270326150324
Feature;100;0;event:CRP@120.0;False;-0.13725270326150324
Feature;100;0;event:Leucocytes@23.0;False;-0.13725270326150324
Feature;100;0;event:CRP@12.0;False;-0.13725270326150324
Feature;100;0;event:CRP@84.0;False;-0.13725270326150324
Feature;100;0;event:org:group@P;False;-0.13725270326150324
Feature;100;0;event:org:group@H;False;-0.13725270326150324
Feature;100;0;event:CRP@75.0;False;-0.13725270326150324
Feature;100;0;event:org:group@D;False;-0.13725270326150324
Feature;100;0;event:Leucocytes@3.0;False;-0.1379728923974526
Feature;100;0;event:CRP@22.0;False;-0.1410998689683388
Feature;100;0;event:org:group@L;False;-0.1438425080212675
Feature;100;0;event:CRP@13.0;False;-0.15231225557722924
Feature;100;0;event:CRP@11.0;False;-0.15231225557722924
Feature;100;0;event:org:group@I;False;-0.15231225557722924
Feature;100;0;event:Hypotensie@True;False;-0.15231225557722924
Feature;100;0;event:CRP@21.0;False;-0.15231225557722924
Feature;100;0;event:CRP@8.0;False;-0.1527207096642425
Feature;100;0;event:Age@90.0;False;-0.15945397035216885
Feature;100;0;event:DisfuncOrg@True;False;-0.165609693877165
Feature;100;0;event:CRP@15.0;False;-0.165609693877165
Feature;100;0;event:org:group@B;False;-0.16670624294667832
Feature;100;0;event:Leucocytes@19.0;False;-0.16786813555695887
Feature;100;0;event:DiagnosticUrinaryCulture@True;False;-0.17623803645830355
Feature;100;0;event:concept:name@CRP;False;-0.17722076347929597
Feature;100;0;event:org:group@W;False;-0.17754970331667094
Feature;100;0;event:Diagnose@E;False;-0.17754970331667094
Feature;100;0;event:org:group@E;False;-0.17902738179772343
Feature;100;0;event:Leucocytes@22.0;False;-0.17994408437447681
Feature;100;0;event:DiagnosticUrinarySediment@True;False;-0.184261613932619
Feature;100;0;event:org:group@R;False;-0.188398055086813
Feature;100;0;event:org:group@M;False;-0.188398055086813
Feature;100;0;event:Leucocytes@17.0;False;-0.18945068399126339
Feature;100;0;event:Leucocytes@15.0;False;-0.18945068399126339
Feature;100;0;event:concept:name@Leucocytes;False;-0.190233853946333
Feature;100;0;event:DiagnosticECG@True;False;-0.19714519108065093
Feature;100;0;event:org:group@G;False;-0.19834078067031632
Feature;100;0;event:SIRSCritHeartRate@True;False;-0.20172294430594942
Feature;100;0;event:DiagnosticLacticAcid@True;False;-0.2037899326876916
Feature;100;0;event:DiagnosticXthorax@True;False;-0.2072690135494897
Feature;100;0;event:LacticAcid@3.0;False;-0.2087117774841805
Feature;100;0;event:Leucocytes@16.0;False;-0.20929867414210926
Feature;100;0;event:Leucocytes@20.0;False;-0.21101398453599896
Feature;100;0;event:SIRSCritTemperature@True;False;-0.21113088466305302
Feature;100;0;event:DiagnosticIC@True;False;-0.21206667226824408
Feature;100;0;event:DiagnosticBlood@True;False;-0.21206667226824408
Feature;100;0;event:org:group@O;False;-0.21602248339554841
Feature;100;0;event:Diagnose@B;False;-0.21602248339554841
